afrikaan afrikaans
моторный моторный
мочь мог могут
мощный мощных
мужской мужских мужском
мужчина мужчин
мюнстер мюнстер
мяч мяч мяча мячей мячом
навигация навигации навигация
награда награды
надеть надеты
название название
наиболее наиболее
наказываться наказывается
нанесение нанесение
нанести нанесена нанесены
направить направлен
наружное наружных
нарушение нарушение нарушений
настольный настольный
находиться находился находиться находящемуся
национальный национального
начало начале
начинаться начинается
негрубый негрубая
незамедлительно незамедлительно
некоммерческий некоммерческой
непосредственно непосредственно
нижний нижний
никто никем
ниппель ниппелем
новый новые
номер номера
норвежский норвежская
ноябрь ноября
оба обе
обоюдный обоюдное
образ образом
обратить обращённые
обсуждение обсуждение
обычно обычно
овладение овладения
одновременно одновременно
одобрить одобренного
ои ои
оказаться оказались
окрасить окрашенные
окружность окружности
олимпийский олимпийские олимпийских олимпийскую
олык олык
онлайн онлайн
описание описание
организация организации
основание основания
основное основное
основной основной
особенно особенно
остановить остановлен
остановка остановку
осуществляться осуществляется
отбор отбору
ответственность ответственности
отдавать отдаваемый
отдаваться отдается
отдельный отдельных
отказ отказ
отличный отличного
отредактировать отредактирована
отрыв отрыве
отскок отскоком
отслоение отслоений
отстоять отстояла
отсчет отсчет
ошибка ошибка ошибке ошибкой ошибку
партнер партнёрам
парусный парусный
пас пас
пасовать пасовать
пелота пелота
первое первые первым первых
передаваться передаётся
перейти перейти
перекладина перекладина перекладину перекладины
перепасовка перепасовки
переть пер
перетягивание перетягивание
переход переходу
переходить переходит
период периода периодов
персональный персональные
печать печати печать
плавание плавание плавания
планерный планёрный
плыть плыть
побить побитый
поведение поведения
поверхность поверхностью
подбородок подбородком
подводной подводное
подготовка подготовки
подобный подобным
подробный подробнее
пожертвовать пожертвовать
поиск поиск поиску
пока пока
показательный показательные
покрыть покрытый
пол поле
поле поля
политик политика
политический политических
полностью полностью
поло поло
половина половине
положить положить
получить получить
пом пом
попасть попавшим
популярный популярна
попытка попытки
портал портал
посередине посередине
последний последний
послужить послужило
постоянный постоянная
почтовый почтовая
правило правилами
править правил правила править
правка правки
правый правом
предел пределами пределах
предотвратить предотвратить
представиться представились
представлять представляют
предусмотреть предусмотрена
преимущество преимущества
прекрасный прекрасной
приводить приводит
призовой призовые
примечание примечания
принцип принцип
приобрести приобрела
причал причал
проведение проведения
проводить проводящего
проводиться проводится
программа программу
продержка продержек
продолжительность продолжительность
проект проектах проекты
производиться производиться
произойти произошло
просмотр просмотры
протектор протекторами протекторы
протест протестов
против против
противник противника
прототип прототипом
профессиональный профессиональных
проходить проходить
прочий прочие
прошедший прошедших
прыжок прыжки
прямоугольный прямоугольной
путем путём
пятиборье пятиборье
пятиметровой пятиметровой
пятиметровые пятиметровые
пять пять
развязать развязанной
разный разных
разработчик разработчики
разрешать разрешали
разрешаться разрешается
разыграть разыгран
ранний ранние
расположить расположен
расстояние расстояние расстоянии
реализация реализацию
регби регби
регулироваться регулируются
редакция ред
резервный резервных
рекорд рекорд
ресурс ресурсы
рок роке
российский российская
россия россии
рука руками руки рукой
русский русский
рыжак рыжак
рэкетс рэкетс
садиться садится
сайт сайте
санный санный
сантиметр см
сборная сборной сборным
сведение сведения
свежий свежие
свободный свободной свободные свободным
свое своим
свойственный свойственны
связанный связанные
связаться свяжитесь
секунда секунд
секундомер секундомер
семь семи
серебро серебро
серфинг сёрфинг
сечь сек
сигнал сигналах
сила силы
синий синего
синхронный синхронное
система системе
скалолазание скалолазание
скамейка скамейку
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
слава славы
словарь словари
служебный служебные
случай случаях
случайный случайная
сноуборд сноуборд
собачий собачьих
событие события
совершить совершив
советский советским
современный современное современной современную
согласно согласно
содержание содержание
создатель создатель
создать создать
сообщество сообщество
сообщить сообщить
соответствующий соответствующий
соперник соперника сопернику
соревнование соревнования
составлять составляет
состоять состоит состоять
состязание состязаний
софтбол софтбол
сохранение сохранением
спереди спереди
специальный специально
спид спид
спорный спорного
спорт спорт спорта
спортивный спортивная спортивных
справка справка
справочник справочник
среди среди
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылки
становиться становились
стараться старался
старый старая старейших
статистика статистика
стать стал
статья статьи статья
степень степень
стойка стойками стойки
сторона стороне сторону стороны
страна странах страны
страница страница странице страницу страницы
стрельба стрельба
строгий строго
судья судей судьёй
существовать существуют
схема схемам
считаться считается
сюда сюда
тайм тайм
также также
тактический тактическим
тарашкевіца тарашкевіца
татарча татарча
тащить тащить
текст текст
текущий текущие
температура температура
теннис теннис
термин термина
течение течение
товарный товарный
толщина толщиной
топить топить
трава траве
трамплин трамплина
требовать требует требуют
трек трек
триатлон триатлон
триумф триумф
трогать трогать
трёхбуквенная трёхбуквенная
тхэквондо тхэквондо
тяжелый тяжёлая
удаление удаление удаления
удаляться удаляется
удар ударов
удержание удержание
узнаваемый узнаваемых
уилсон уилсон
уилсоном уилсоном
уильям уильям уильямом
указание указанием
украина украины
українська українська
универсальный универсальная
упряжка упряжках
условие условий условия
усмотрение усмотрению
успешный успешно
устанавливаться устанавливаются
установить установив установлены
установка установка
ухо уши
участвовать участвуют
участие участие
учебник учебник
учетный учётную
ушной ушные ушными
ушу ушу
федерация федерация
фехтование фехтование
фигурный фигурное
физический физической
фина фина
финский финский
флаг флаг флага
фонд фонд
форма форму формы
форт форт
форум форум
французский французский
фризский фризский
фристайл фристайл
фунт фунтов
футбол футбол
хоккей хоккей
художественный художественная
хёрлинг хёрлинг
цвет цвет цвета
цель цель
цитировать цитировать
цифра цифр
частый частые
часть часть
чаща чаще
чемпион чемпионами
чемпионат чемпионат чемпионатах
четыре четырёх
чистый чистого
читать читать
шайба шайбой
шапка шапкой
шапочка шапочек шапочка шапочками шапочках шапочке шапочки
шаронов шаронов
шестиметровой шестиметровой
шесть шести
ширина ширина
шорты шорт
шотландец шотландец
штрафной штрафного штрафные
экспорт экспорт
элемент элемент
энциклопедический энциклопедический
энциклопедия энциклопедии
это это
югославия югославии
являться являются
язык языках
ярко ярко
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
اردو اردو
العربية العربية
فارسی فارسی
مصرى مصرى
मर मर
தம தம
മലയ മലയ
ไทย ไทย
ქართული ქართული
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
閩南語 閩南語
한국어 한국어
