afrikaan afrikaans
замерзнуть замёрзшего замёрзшем замёрзших
заниматься занимающиеся
запасной запасных
запись запись
запомниться запомниться
запрещать запрещал
зарегистрировать зарегистрированный зарегистрировано
зародиться зародился
засчитываться засчитывается
затем затем
зафиксировать зафиксировал зафиксирована зафиксировано
зацепа зацеп
защита защита
защитник защитник защитники
защитный защитного защитную
защищать защищает
защищаться защищающейся
заявление заявление
заявлять заявляют
зеленый зелёный
земля землю
зима зимы
зимний зимнем зимние
знак знак знаки
знаменитый знаменитая знаменитом
значение значения
зона зон зоне зону зоны
зрелищность зрелищности
игра игр игра играх игре игрой игру игры
играть играет играли играть
играющий играющие играющих
игровой игровое игровой
игрок игрок игрока игрокам игроки игроков игроком игроку
идти идёт
избранный избранные
известный известным
изготавливать изготавливать
изготавливаться изготавливаться
изготовление изготовления
измениться изменилась изменился
изменяться изменялась
изображать изображает
изображение изображение изображения
изобразить изображено изображены
изогнутый изогнутыми
иихф иихф
ил ил
ильвесом ильвесом
именно именно
иметь имеет иметь имеющим
иметься имеются
иначе иначе
инвентарь инвентарь
инициатива инициативе
инструмент инструменты
информатор информатор
информация информация
ирландия ирландии
исключение исключением
исключить исключённые
искусственный искусственным
использование использование использованием использования
использовать использующие
использоваться используется
испытывать испытывали
истечь истечёт
исток истоков
исторический исторических
история истории история
источник источник источниках источники источников
исход исходе
йбой йбой
каждый каждая каждой каждом каждый
калитка калитки
канада канада канаде канаду канады
канадец канадец канадцев канадцы
канадский канадская канадские канадским канадской
канал канале
канат каната
каноэ каноэ
кап капа
капитан капитан
карат карате
карнавал карнавале
картина картинах картины
касаться касающемся
каталанский каталанская
каталог каталогах
катание катание
категория категории категория
каткий катки каток
каток катке
каха каха
квадах квадах
керас керас
керетизеин керетизеин
керлинг кёрлинг
кингстон кингстона
китайский китайская
клетка клетка
клинт клинт
клуб клубов
клюшка клюшка клюшками клюшки клюшкой клюшку
книга книга
код код
кодекс кодекс
кодификация кодификацией
количество количество количеством
колокольчик колокольчиком
команда команд команда командами команде команду команды
командный командная командные
комплект комплекты
компьютерный компьютерных
конгресс конгресс
конек коньках коньки
конец конца концу
конкретный конкретного конкретных
конкуренция конкуренцией
конный конный
конфиденциальность конфиденциальности
конькобежный конькобежный
копия копия
король короли
короткий короткий
корфбол корфбол
коснуться коснётся
который которая которого котором которые который которым которых
крага краги
красный красная красной красные красный
краткий краткие
крепиться крепится
крикет крикет
крокет крокет
кроме кроме
кругосвет кругосвет
крупный крупные
крыть крытые
крыша крышах
крэйгу крэйгу
крючковатый крючковатых
кубок кубок
кук куки
культура культур культуре
кхл кхл
лайнсменами лайнсменами
латвия латвия
левый левый
легенда легенда легенде
легендарный легендарный
легкий лёгкая
легкость лёгкости
лед льда льдом льду лёд
ледовый ледовой
лежать лежащей
лестер лестеру
летие летие
летний летние летняя
лечь лёг
лига лига лигах лиге лиги
линейный линейные линейными
линия линии линия
литература литература
литовский литовская
лицевой лицевого лицевых
лицензия лицензии
лично лично
лишь лишь
ловушка ловушка
логотип логотипы
лорд лорд
лука лука
лыжа лыжах лыжи
лыжный лыжное лыжные
любитель любителей любители
любительский любительская
любой любое любым
лякросс лякросс
макгилла макгилла
македонский македонски
максимально максимально
максимальный максимальное максимальные
маленький мало
малый малого малый малым
марка марка
марта марта
марья марий
маска маску
материал материал материалов
матч матч матча матче матчей
мая мая
медиафайлы медиафайлы
международный международная международной международном международную международные
менее менее
меньший меньшие
меньшинство меньшинстве
мероприятие мероприятий
местность местности
место мест местом
металлический металлический
метр метра метров
мешать мешало
миллион миллиона
минимальный минимальная минимальное минимальные минимальный
минимум минимум
миннесота миннесота
минута минут минуты
мир мира миру
многие многих
множество множество
мобильный мобильная
могучий могучие
молодёжка молодёжка
момент момент
монголия монголии
монреаль монреале монреаль
монреальский монреальского монреальской монреальском
морис морис
моторный моторный
мочь могут можете
мультфильм мультфильмы
мхл мхл
мэрунз мэрунз
мяч мячом
навигация навигации навигация
надеть надел
название название
назначать назначает
назначаться назначается
назначение назначение
называть называемый
называться называлась называются
найти найти
наказание наказание наказания
наказать наказан наказанный
наказуемый наказуемого
наказываться наказывается
налагаться налагается
наличие наличии
нанести нанесены
наносить наносить
наноситься наносится
нападать нападающие нападающих
нападение нападению
напечатать напечатаны
написать написанных
например например
напротив напротив
народ народов
нарушение нарушение нарушений нарушения нарушениях
нарушить нарушившей нарушил нарушит
насколько насколько
настолько настолько
настольный настольный
настоящее настоящее
настоящий настоящей
насытить насыщенными
находиться находились находится находиться находясь находятся находящаяся находящийся находящихся
национальный национальная национальной национальные национальных
начало начала начале
начать начали
начинать начиная
начислять начислять
недисциплинированный недисциплинированное
недостаток недостатков
неизвестный неизвестными
некоммерческий некоммерческой
некоторые некоторые некоторых
некоторый некоторое
немалый немало
немой нём
необходимость необходимость
необходимый необходимое
непосредственно непосредственно
непосредственный непосредственное
несколько несколько
несмотря несмотря
неспортивный неспортивное
нестандартный нестандартных
неуклюжий неуклюжими
нильсон нильсон
ничей ничьей
ничейный ничейного
новинка новинке
новшество новшеств
новый нового новой новые
нокиа нокиа
номер номера
норвежский норвежская
ноябрь ноября
нхл нхл
нырок нырок
оба оба обе
обезопасить обезопасить
обладатель обладатели
обмундирование обмундирование
обнаружить обнаружена
обороняться обороняющейся
оборудовать оборудована
обоюдный обоюдное
образец образца
обращение обращения
обсудить обсуждён
обсуждение обсуждение
общий общее
объединить объединившую
объединяться объединяться
обычно обычно
обязанность обязанности
овертайм овертайм
овертайма овертайма
овертаймов овертаймов
овертаймы овертаймы
оговариваться оговариваются
оградить ограждена
ограждение ограждение
одинаковый одинакового
однако однако
одновременно одновременно
озеры озёрах
означать означает
ои ои
окантовка окантовкой
около около
окончание окончании
окружность окружности
олимпийский олимпийские олимпийским олимпийских олимпийского
олык олык
онлайн онлайн
онтарио онтарио
опасный опасная
описание описание
определяться определяется
оранжевый оранжевый
орган органы
организация организации
оскорбительный оскорбительных
основать основал основана
основное основного
основной основная основной
основываться основывается
оспаривание оспаривание
оспаривать оспариваемых оспаривают
оставаться остаётся
останавливаться останавливается останавливаясь
остановка остановки
осуществить осуществить
осуществлять осуществлять
ось оси
отбывать отбывает отбывают
ответственность ответственности ответственность
ответственный ответственной
отвечать отвечают
отвоевать отвоевала
отдельно отдельно
отдельный отдельные отдельных
отказ отказ
открываться открывающиеся
отличие отличие
отличительный отличительные отличительным
отличный отличный
отложить отложенный
ото ото
отобрать отобрав
отправляться отправляется
отредактировать отредактирована отредактировать
отрывать отрывать
отскочить отскочила
отслеживание отслеживание
оттенок оттенок
отъезжать отъезжал
официально официально
официальный официальная официальном официальные официальных
офф офф
охотник охотники
оценка оценки
очень очень
очки очки
ошибка ошибке
оштрафовать оштрафованного оштрафованный оштрафованных
падение падение падения
палка палками палкой палок
параметр параметрами
париж париже
партнер партнёр партнёров
парусный парусный
пас пас
пауза паузах
пелота пелота
первенство первенство
первое первые
первоначально первоначально
первый первая первой первый
передавать передавать передавая
передача передачи
передний передний
перейти перейти
перерыв перерывы
переслать перешли
перетягивание перетягивание
период периода периодами периоде периодов
персональный персональные
перчатка перчатка перчатки
печать печати печать
питер питера
плавание плавание
планерный планёрный
пластмассовый пластмассовым
плей плей
плечо плеч
площадка площадка площадке площадки площадку площадок
площадь площади площадь
плюс плюс
победить победили
поведение поведение поведения
поверхность поверхности
повторный повторный
повышение повышения
подвергнуться подвергся
подгрести подгрёб
подножка подножка
поднять поднятой
подобный подобное
подробный подробнее
подтвердить подтвердили
пожертвовать пожертвовать
позаимствовать позаимствовали
позиция позиции
поиск поиск поиску
пока пока
показательный показательные
покидать покидает покидать
пол поле
поле поля
полевой полевого полевой полевых
ползать ползали
политик политика
полиэстер полиэстер
полностью полностью
полный полное
поло поло
положение положение положений
полотно полотне
получить получил получить
пом пом
помеха помехи
помешать помешать
помощник помощника помощников
пополам пополам
популярность популярностью
популярный популярна популярной
пора пор
поразить поразить
портал портал
порядок порядка
посвятить посвящённая посвящённых
посередине посередине
поскольку поскольку
последний последнем последние последний последних
послематчевые послематчевые
послематчевых послематчевых
поставить поставили
постоянный постоянная
построить построили
поступок поступок
похожий похожей похожему похожих похожую
почтовый почтовая почтовый
появиться появилась появились появился
пр пр
правило правилам правилах
править правил правила править
правка правки
правый права правом правый
предел пределами пределы
предлагать предлагают
предмет предмета предметом предмету
предназначить предназначенные
предписывать предписывают
представить представлена
представиться представились
представлять представляли
предусматривать предусматривают
преимущество преимущество
прекратиться прекратились
пререкаться пререкается
привезти привезли
приветствоваться приветствовались
приводить приводит
придвигать придвигал
прием приёмы
прикреплять прикрепляя
прилипать прилипавший
применяться применяется
пример примеров
примерный примерно
примечание примечания
принадлежать принадлежит
принимать принимающих
принять принятый
приобрести приобрёл
присвоить присвоили
приспособить приспособил
присутствовать присутствует
пробиваться пробиваются
проброс проброс пробросов
проведение проведение проведения
проверять проверяема
провести проведена проведено проведены проведён
провиниться провинившегося провинившийся
провинция провинции
проводить проводила проводит
продолжительность продолжительность
проект проект проектах проекты
прозвучать прозвучит
произвести произведён
производство производства
произойти произошло
происходить происходит
пройти прошёл
пропустить пропустить
прорез прореза
просмотр просмотры
против против
противный противном
противоборство противоборстве
профессионал профессионалов профессионалы
профессиональный профессиональная
процедура процедуры
прочий прочих
прочность прочности
пруд пруда
прыжок прыжки
пытаться пытается
пэтрик пэтрик
пятиборье пятиборье
пять пяти
работа работа
радиус радиусом
развиваться развивалась
развитие развитием
разглядеть разглядеть
раздевалка раздевалку
раздел разделами разделе
разделение разделение
разделять разделяющая
разделяться разделяется
раздеть раздела
различаться различались различаются
различный различные различным различных
размер размер размеров размеры
разметка разметка
разноцветный разноцветные
разный разных
разработать разработали
разработчик разработчики
разрешаться разрешается разрешалось
разрешить разрешили разрешённым
разыгрываться разыгрывается
раковина раковина
ранее ранее
ранний раньше
располагаться располагаются
расположить расположены
рассмотрение рассмотрения
расстояние расстоянии
рассчитать рассчитана
расти растущей
реализовать реализовать
ребенок детей
реванш реванш
регби регби
регламент регламента регламенте регламентом
регулярно регулярно
редакция ред
резак резаки
резиновый резиновую
резной резная
результат результата
результативный результативные
река реках
рекомендация рекомендации
ресурс ресурсы
решение решения решениями
ришар ришар
ровер ровер
рог рог рогом
родина родиной
родственный родственные
рождение рождения
рок роке
российский российская российском
россия россии россия
рука руками руки рукой
русский русский
рыба рыбу
рыболовный рыболовную
рэкетс рэкетс
сайт сайт сайта
самый самых
санный санный
сантиметр см
саха саха
сбить сбит
сведение сведения
свежий свежая свежие
света света
светлый светлого светлый
свидетельство свидетельств
свисток свистком свистку свисток
свитер свитер свитера свитерах свитеров
свободный свободной
свое свои своим своих
свой своей
связанный связанные
связаться свяжитесь
сдвинуть сдвинул
сделать сделали сделать
сезон сезона
секретарить секретарь секретаря
семейство семейство
семь семи семь
серия серия
серфинг сёрфинг
серьезный серьёзного
сетка сетка
сеть сеть
сзади сзади
силовой силовой силовые
сильнейший сильнейшей сильнейший
симуляция симуляция
синий синие синий
синхронный синхронное
сирена сирена
система система системе
ситуация ситуации
скалолазание скалолазание
скамеечный скамеечный
скамейка скамейка скамейками скамейке скамейки
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
скорость скорости
скруглить скруглены
скрытый скрытые
слава слава славу
слать шлем
следующий следующие следующих
словарь словари
сломать сломанной
служебный служебные
случай случае случаях
случайный случайная
смена смены
смерть смерть
смещение смещение
смочь сможет
снаряд снарядом
сначала сначала
снег снегу
сноска сносок
сноуборд сноуборд
собачий собачьих
событие события
совершение совершения
советский советские советского
современный современного современное современный
согласие согласия
согласно согласно
содержание содержание
создание создания
создать создана создать
солдат солдаты
сообщество сообщество
сообщить сообщить
соперник соперник соперника соперников сопернику
соперничество соперничество
соревнование соревнований соревнования соревнованиях
состав состава составе составов составы
составлять составляют
состоять состоит состояла состоящая
состояться состоялась состоялся
софтбол софтбол
сохранение сохранением
спартакиада спартакиада спартакиаде
спид спид
список списка списками список
спора споры
спорт спорт спорта
спортивный спортивная
спортсмен спортсменов спортсмены
способ способом
способствовать способствует способствуют
справка справка
спустя спустя
сравнение сравнение
сразу сразу
среди среди
средний средней средние среднюю
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылками ссылки ссылок
стандартный стандартный
становиться становится
старинный старинные
старое старого
старый старая
статистика статистика
статут статут
стать стал стала стали
статья статье статьи статью статья
стекло стекла
стен стенах
стойка стойки
столкновение столкновении
столь столь
сторона сторону стороны
страна страны
страница страница странице страницу страницы
стрельба стрельба
стремиться стремились стремятся
строить строить
студент студентов
стычка стычек
стэнли стэнли
судейский судейская судейских
судейство судейство
судья судей судьи судья судьями судьёй
суметь сумеет
суровый суровые
существование существовании
существовать существуют
считаться считавшихся считается
сша сша
сырой сыра
сюда сюда
также также
таки таки
тампере тампере
таппара таппара
тарашкевіца тарашкевіца
татарча татарча
тафгай тафгай
таять таял
текст текст
текущий текущие
тема тема
темный тёмного тёмный
теннис теннис
технология технология
течение течение
тигр тигры
тип тип типы
титул титул
товарный товарный
толчок толчок
точка точка точки
точный точного
тоҷикӣ тоҷикӣ
трава траве
травма травму травмы
традиционно традиционно
трамплин трамплина
трек трек
тренер тренер
триатлон триатлон
трое трое
тройной тройное
трофей трофей
трус трусы
турнир турнира турнирах турнире
тхэквондо тхэквондо
тыл тыла
тяжелый тяжёлая тяжёлым
угол углах углы
удаваться удаётся
удаление удаление удалением удалению
удаленный удалена удалён удалённый
удаляться удаляется
удар удар ударов
удаться удастся
уделяться уделяется
узаконить узаконена узаконили
узкий узкие
указание указанием
указать указан
указывать указывает
українська українська
уменьшить уменьшено
уменьшиться уменьшилось
умышленный умышленно умышленное умышленный умышленным
универсальный универсальная
университет университета
упорядочить упорядочены
управлять управляют
упряжка упряжках
уровень уровня
условие условий условия
усовершенствовать усовершенствованы
успешный успешным
усталость усталости
устанавливаться устанавливаются
установить установили установить установлен
утвердить утвердила
утверждение утверждениями
утенок утята
участие участие
учет учёта
учетный учётную
учредить учредили
ушу ушу
фамилия фамилии
федерация федерации федерацию федерация
фехтование фехтование
фигурка фигурки
фигурный фигурное
фиксация фиксация
фиксировать фиксирует
филателия филателии
фильм фильмов фильмы
финальный финальная
финляндия финляндия
финский финский
флаг флаг
фонарь фонари
фонд фонд
форма форма форму формы
формат формате
формироваться формироваться
форум форум
франкоговорящий франкоговорящие
франция франции францию
французский французский
фредерик фредерик
фризский фризский
фристайл фристайл
фрэнсис фрэнсис
фут фута
футбол футбол
футовый футов
характерный характерен
харламов харламов
хватать хватает
ход ходе
хокке хокке
хоккеист хоккеист хоккеиста хоккеистам хоккеисты
хоккей хоккее хоккеем хоккей хоккею хоккея
хоккейный хоккейная хоккейной хоккейную хоккейные хоккейный хоккейным хоккейных
холод холода
холодное холодного
хороший лучшие хорошей
хотя хотя
хронометрист хронометрист
художественный художественная
хёрлинг хёрлинг
цвет цвета цветом цвету
цветовой цветовыми
целый целом
центр центре центру
центральный центральной центральный
цитировать цитировать
частить части
чей чей
человек людей люди человек
чемпион чемпиона чемпиону чемпионы
чемпионат чемпионат чемпионатами чемпионатах чемпионате
четверо четверо
четыре четыре четырёх
чикаго чикаго
численный численного численное численном
число числе
чистый чистого
читать читать
член членов членом
чудо чудо
чӑвашла чӑвашла
ша ша
шаблон шаблона шаблонами
шаг шагов
шайба шайб шайба шайбе шайбой шайбу шайбы
швейцария швейцарию
шесть шести шесть
шинни шинни
ширина ширина ширине ширину
шлем шлемов шлемы
шорты шорт шорты
шотландия шотландии
штраф штраф штрафа штрафом штрафы
штрафник штрафников
штрафной штрафного штрафное штрафной штрафным
щелчок щелчок
щель щели
щиток щитки
эгида эгидой
экипировка экипировка экипировке экипировки экипировку
экспорт экспорт
элемент элемент элементы
энциклопедия энциклопедии энциклопедия
эпизод эпизодах
это это
являться является
язык языках
январь января
яркий яркую
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
דיש דיש
יי יי
עברית עברית
اردو اردو
العربية العربية
تۆرکجه تۆرکجه
فارسی فارسی
مصرى مصرى
پښتو پښتو
मर मर
தம தம
മലയ മലയ
හල හල
ไทย ไทย
ქართული ქართული
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
閩南語 閩南語
한국어 한국어
