afrikaan afrikaans
čeština čeština
ελληνικά ελληνικά
австралийский австралийский
австралия австралия
австрия австрии
автоматический автоматическую
авторство авторства
азиатский азиатские
азия азии азия
айсшток айсшток
академический академическая
активно активно
активный активная
алфавит алфавиту
альпинизм альпинизм
америка америка америки
американский американский
амплуа амплуа
амстердам амстердаме
аналогичный аналогично аналогичным
англ англ
английский английском
ангола анголы
анджелес анджелес
апрель апреля
аргентина аргентине
арена арене
архаический архаического
архивировать архивировано
атака атаки атаку
атаковать атаковать атакующая атакующей
атлант атланта
атлетика атлетика
аут аут аута аутов
афина афины
африка африка африки
африканский африканские
бадминтон бадминтон
байдарка байдарках
барселона барселона
баскетбол баскетбол
баскский баскская
бассейн бассейн бассейна
батут батуте
башҡортса башҡортса
бедро бёдер бёдра
безопасность безопасности
бейсбол бейсбол
беларуская беларуская
берлин берлин берлине
берлинец берлинец
беспрепятственно беспрепятственно
биатлон биатлон
блестеть блестящим
ближний ближайшей
блокировать блокировать
блокировка блокировка
бобслей бобслей
боков боковой боковыми боковых
боковой боковую
бокс бокс
боливарианские боливарианские
большой большой
бороться бороться
борьба борьба
бразилия бразилии
брать брать
брейкинг брейкинг
британский британская
бросать бросает бросать бросая
бросить бросить брошенным
броский броска броски броском бросок
бросок броске бросков
будапешт будапеште
будо будо
български български
быстро быстро
быстрый быстрые
важный важно
ваза вазы
вальтер вальтер
вариант вариант варианты
введение введение введения
ввести ввели ввести ввёл
вдоль вдоль
век века веков
велоспорт велоспорт
венгрия венгрии
верный верной верным
версия версии версия
взрослый взрослых
взять взял взятого взять
вид вид вида виде видом виды
видение видение
видимый видимых
викиданных викиданных
викимедиа викимедиа
викиновости викиновости
википедии википедии
википедия википедия
викисклад викисклад
викискладе викискладе
вклад вклад
включать включая
включить включен включён
владение владения
владеть владеет владела владеющей владеющий
влечь влечёт
вмешательство вмешательства вмешательство
внешний внешней внешними внешнюю
вничью вничью
вносить вносимых
внутренний внутренние внутренних
вод воду
водный водно водное водные
возвращаться возвращаться
воздух воздухе
возможно возможно
возможность возможности возможность возможностям
возобновить возобновить
возобновление возобновлении возобновления
возрождение возрождение
войти войти
вокруг вокруг
волейбол волейбол
воля воли
ворот ворот ворота воротам воротах
воспитание воспитания
восток востоке
впервые впервые
вратарь вратарь вратарю вратаря вратарём
врач врача
временить времени
время время
встреча встреча
второе второго второе
второй вторая второй
входить входило входить входят
выбрать выбраны
выиграть выиграли
выигрывать выигрывает
выйти выйти
выкрик выкриками
вынесение вынесение
выноситься выносится
выполнение выполнение выполнении выполнения
выполнить выполнен выполненным
выполнять выполняет выполняют выполняющего выполняющей выполняющий выполняющим
выполняться выполняется
выпрямить выпрямлена выпрямленными
выпустить выпустить выпущенная
выражаться выражающиеся
высокий выше
высота высота
выступление выступление
вытянутый вытянута
выход выход выходе
выходить выходить
выявить выявило выявить
выявление выявления
галена галена
гандбол гандбол гандбола гандболе гандболу
гандболист гандболист гандболистов гандболисты
гандбольный гандбольные гандбольный гандбольных
гдр гдр
германий германии германия
гимнастика гимнастика
глима глима
год год года году годы лет
гол гол гола голы
голова голову головы
гольф гольф
гомера гомера
гонка гонки
горнолыжный горнолыжный
город города
граница границу границы
гребля гребля
греческий греческого
громкий громкими
грубый грубое грубые грубых
группа групп группах
гэльский гэльский
давать дают
дальнейший дальнейшем дальнейшие
дания дании дания
дата дат дата датой дату
датский датские датского
дать дав дал дало данной данный
двигаться движущегося
двоеборье двоеборье
де де
дебютировать дебютировал
девочка девочек
девушка девушки
действие действий действия действиями
действовать действовавшая действовать действует
декабрь декабря
делиться делятся
демонстративный демонстративная
демонстрация демонстрация
дер дер
детская детских
дзюдо дзюдо
дисквалификацией дисквалификацией
дисквалификации дисквалификации
дисквалификацию дисквалификацию
дисквалификация дисквалификация
дисквалифицировать дисквалифицированному дисквалифицированный
длина длиной длины
длинный длинные
длительность длительностью
добрый доброй
должен должен должна должно должны
дополнительный дополнительное дополнительные
допускать допускают
допускаться допускается допускаются
достоинство достоинством
доступ доступа
доступный доступен
древнеримский древнеримского
древний древний
друг друг другу
дуга дугами
евро евро
европа европа европы
европейский европейской
единоборство единоборства
единственный единственный
еюоф еюоф
жанейро жанейро
желтый жёлтая жёлтой
женский женский женских женской женском
женщина женщин женщины
жеребьевка жеребьёвки
жест жест жестами жестом
забивать забивать
заблуждение заблуждение
забросить забросившая забросить заброшенного заброшенный
завершиться завершилось
зависимость зависимости
завоевание завоеванием
завоевать завоевала
заглавный заглавная
задача задача
задний задняя
заключаться заключалось
закрепить закреплены
закрытый закрытом закрытых
замена замен замена замену замены
заменять заменяемый заменяющий
заниматься занимающихся
запад западе
запасной запасного запасной запасным запасными запасных
запись запись
запретить запрещённых
зарегистрировать зарегистрированной зарегистрированный
зарождение зарождения
заступить заступил
засчитать засчитать
засчитываться засчитывается
затягивать затягивать
защита защите
защитник защитнику
защищаться защищавшейся защищающейся
заявление заявление
здоровье здоровья
зимний зимнее зимние
знак знак
значение значения
значительно значительно
золотой золотых
зона зон зона зоне зоной зону зоны
зритель зрителя
иагф иагф
игра игр игра играм играх игре игру игры
играть играет играли играют
игровой игрового
игрок игрок игрока игрокам игроки игроков игроком игроку
игф игф
идти идет
избранный избранные
изготавливать изготавливают
изображение изображением изображения
иметь имеет иметь имеют имеющие имеющим
иметься иметься имеются
инвентарь инвентарь
инструмент инструменты
интенсивность интенсивности
информация информация
исключение исключение
исключить исключённые
испания испании
исполнить исполнен
исполнять исполняет исполняющего исполняющей
исполняться исполняется
использование использование использования
использовать использовать используемых используют используя
использоваться используется
исследование исследования
истечение истечении
история история
источник источник источников
июль июля
июнь июня
каждый каждая каждой
канат каната
каноэ каноэ
карат карате
карибский карибские карибский карибского
карта карте
карточка карточки
касание касания
касаться касаться касаясь
катание катание
катар катаре
категория категории категория
катиться катится
качество качестве
квадах квадах
квадратный квадратное
керамический керамической
керлинг кёрлинг
кидать кидать
классификация классификации
клуб клубы
код код
кодекс кодекс
кожа кожи
колено колена
количество количества количество количеству
коллекционер коллекционеров
команда команд команда команде командой команду команды
командный командная командные командный командных
коми коми
конгресс конгресс
конец конца концы
конкретизация конкретизации
конный конный
конструкция конструкций
контакт контакте контакты
контрастный контрастных
контролировать контролировать
контроль контролем контроль
конфиденциальность конфиденциальности
конькобежный конькобежный
коренастый коренастый
корея корея
короткий короткие короткий
корпус корпус корпуса корпусом
корфбол корфбол
коснуться коснулся коснётся
который которая которой которые который которых
крайний крайние крайний
красный красная красной
кратковременный кратковременных
крепкий крепкий
крикет крикет
крокет крокет
кроме кроме
кромка кромка кромкой
круглый круглым
кубок кубок
кувейт кувейт
кук куки
культивировать культивирующие
культура культуры
ладонь ладонь ладонью
лакку лакку
левый левой левый
легкий лёгкая
лежать лежит
летний летние летних
либо либо
линейный линейный
линия линией линии линий линию линия линиями
лицензия лицензии
лицо лиц лица лицам лицо лицу
лишаться лишается
лишний лишнего
лишь лишь
ловить ловить
ловкий ловкие
ловля ловле
лондон лондон лондоне
лос лос
лука лука
лыжа лыжах лыжи
лыжный лыжное лыжные
любительский любительская
любой любой любом
люксембург люксембурге
лякросс лякросс
мажорный мажорных
македонский македонски
максимальный максимального максимальное
маленький меньше
мальчик мальчиков
мангейм мангейме
марка марка
марта марта
масса масса
материал материал материала
матч матч матча матчи
матчевый матчевые
машинный машинного
мая мая
медаль медалей
медиафайлы медиафайлы
международный международная международной международные международный международным
менее менее
меняться меняются
место места месте место месту
метр метров
метровый метровая метрового метровой метровом метровый метровым метровых
мешать мешать
миллион миллионов
минута минут минуты
минутный минутное минутные минутным
мир мира мире
мировой мирового
многочисленный многочисленных
мобильный мобильная
мол мол
момент момент
монета монет монета монете монеты
монреаль монреале монреаль
москва москва москве
мотив мотива
моторный моторный
мочь могут можете
мужской мужские мужских мужской
мужчина мужчин мужчины
мюнхен мюнхен мюнхене
мяч мяч мяча мячей мячи мячом мячу
наблюденье наблюдений
навигация навигации навигация
надежно надёжно
название название названием
назвать названную названный
назначаться назначается назначаться назначаются
назначение назначении
назначить назначен назначено назначили
называться называются
наиболее наиболее
наказание наказании наказаний наказания
наказывать наказываемое
наказываться наказываются
наметить наметила
нападение нападение
написание написанием
направить направить направленную направленные
направление направлении
направлять направляет
например например
напротив напротив
народный народный
нарушение нарушение нарушений нарушения нарушениях
нарушить нарушены нарушила
настольный настольный
находиться находившийся находился находится находиться находясь находящегося находящиеся находящимся находящихся
нахождение нахождение
начало начала начале
начальный начальный
начаться начался
начинать начинающих
начинаться начинается
неактуальный неактуальным
небольшой небольшом
недавний недавних
недовольство недовольства
недостаток недостатков
некоммерческий некоммерческой
немедленно немедленно
немецкий немецкие немецкий
необходимо необходимо
необходимость необходимости
неограниченный неограниченное
неоставление неоставление
неполный неполном
непосредственно непосредственно
нерегламентированный нерегламентированному
неспортивный неспортивное
нидерланды нидерландов
низкий ниже
нильсен нильсен
ничей ничьи
новый новой новую новые новый
нога ног ногой
норвегия норвегии норвегия
ноябрь ноября
нужно нужно
нынешний нынешнем
оба оба обе
обжаловать обжалованы
область область
обновить обновив
обновление обновления
обозначиться обозначились
оборона обороне
образ образом
образец образцов
обращаться обращаться
обращение обращения
обслуживаться обслуживается
обсуждение обсуждение
объединить объединённая
обычно обычно
обычный обычный
обязательный обязательна
обязать обязан обязаны
ограничение ограничений ограничения
ограничивать ограничивают
ограничиваться ограничивается
ограничить ограниченная ограниченной
одержать одержали
одиссей одиссее
однако однако
одновременно одновременно
означать означает
ои ои
океания океании океания
около около
окончание окончания
окончательный окончательными
окрасить окрашены
окружить окружены
окружность окружность
октябрь октября
олимпиада олимпиадах олимпиаде
олимпийский олимпийские олимпийским олимпийских олимпийскую
оно оно
опасный опасные
описание описание
описывать описывают
опытный опытными
организация организации
ордруп ордруп
оригинал оригинала
освещение освещения
оскорбление оскорбление
основание основании основания
основное основного основное
основной основная
особо особо
особый особыми
оставаться остается остаётся
остальное остальные
останавливать останавливать
останавливаться останавливается
остановить остановить
остановка остановка остановках остановке остановки остановкой
осуществить осуществить
отбирать отбирать
отбить отбитые
отбывать отбывает
ответственность ответственности
отвечать отвечает
отдавать отдавать
отдельный отдельных
отказ отказ
откидка откидка
отклонение отклонение
открыть открытое открытой открытом
отличаться отличаться отличающихся
отличие отличие
отмечаться отмечаются
отнести отнести
относиться относятся
отпустить отпустить
отражать отражать
отредактировать отредактирована
отсчет отсчёт
официально официально
официальный официального официальное официальному официальные официальный официальным официальных
очередь очередь
ошибка ошибках ошибке
палец пальцами
памятный памятные памятных
панамериканский панамериканские панамериканский
параллельно параллельно
параллельный параллельная
париж париж
парусный парусный
пас паса
пассивно пассивно
пекин пекин
пелота пелота
пенальти пенальти
пенс пенсов
первенство первенства первенство
первое первого первое первые
первый первая первый
перебрасывание перебрасыванию
перевести переведено
передавать передавая
передать передать
передача передач передачи передачу
передвигаться передвигаться
перейти перейти
перекладина перекладина
перемещение перемещение
перерыв перерыва перерывом
перерыть перерыв
пересекать пересекать
пересечь пересечёт пересёк
перетягивание перетягивание
период периода периоду
перпендикулярный перпендикулярно
персональный персональные персональных
печать печати печать
плавание плавание
планерный планёрный
площадка площадка площадке площадки площадкой площадку
площадь площадей площади площадь
пляжный пляжного пляжному
победа победу
победитель победителем победители победителя
победить победили
поведение поведение поведения
повернуть повёрнута
повышение повышению
поддерживать поддерживать
поднятие поднятием
подробный подробнее
подъесть подъём
пожертвовать пожертвовать
позиция позиции
поиск поиск поиску
пока пока
показательный показательные
показывать показывает
покидать покидает покидать
покинуть покинет покинуть
пол пол поле полу
поле поля
полевой полевого полевой полевых
политик политика
полностью полностью
поло поло
половина половине
положение положение
положить положить
поломка поломки
полусредний полусредние
получать получает получают
получить получил получили получить
пом пом
помешать помешать
помещение помещении помещениях
помогать помогают
помочь помочь
попасть попал попасть
попеременный попеременно
популярный популярен
попытка попыток
пора пор
посвятить посвятил посвященных
последний последние последний последним последних
последующий последующие
послематчевым послематчевым
поставить поставить
посторонний постороннего посторонних
постоянный постоянная
потолок потолка
почтовый почтовая
пошив пошива
появиться появились
правило правилам правилами
править правил правила правило править
правка правка правки
правый права право правой правый
предел пределами пределах пределов пределы
предмет предметом
предоставить предоставленного
представитель представителем представитель
представиться представились
представление представление
предупреждать предупреждающий
предупреждение предупреждение предупреждений предупреждения
предусматривать предусматривать предусматривают
предъявление предъявлением
прежде прежде
преимущественный преимущественно
прекратить прекративший
преподаватель преподаватель
прерываться прерывается
прерывистый прерывистая
придумать придумали
признание признание
применение применении
примечание примечания
примыкать примыкает
принимать принимать
приниматься принимается
принять принявший принято
присутствовать присутствовали
причем причём
проведение проведение проведении проведения
проверить проверенной
проверка проверки
проверяться проверялась
провести проведено проведены проведённые провели
проводить проводимой
проводиться проводились проводится проводиться
провокационный провокационными
программа программу
продолжаться продолжающимися
продолжительность продолжительность
продолжительный продолжительной
проект проектах проекту проекты
проиграть проиграла
производство производства
произойти произойти произошло
происходить происходит
пройти пройти
пролезать пролезая
пропустить пропустившая
просмотр просмотры
протест протесты
против против
противник противник противника
противоборствовать противоборствующих
протокол протокол
профессионал профессионалов
проходить проходит проходящими
прыжок прыжке прыжки
прямая прямым
прямоугольный прямоугольной
пустой пустые
пятиборье пятиборье
пять пять
равноправный равноправными
радиус радиусом
развивать развивавших
развиваться развиваться
развитие развитии развитию
развить развит
раздел разделе
различный различные различных
размер размера размеров размером размеры
разметка разметки
разногласие разногласий
разработчик разработчики
разрешаться разрешается
разрешить разрешено разрешёнными
разыгрывать разыгрывать разыгрывающего разыгрывающий
ранг ранге
ранний раннему раньше
рапорт рапорта
располагаться располагаются
распространение распространение
распространить распространены
рассматриваться рассматривается
расстояние расстояние расстоянии расстояния
реальный реального
регби регби
регламент регламент регламента
регламентироваться регламентируется регламентируются
результат результате
республика республика республике
решение решение решением решении решения
рио рио
рок роке
рослый рослые
россия россии россия
рубеж рубеже
рука рука руками руках руки рукой руку
русский русский
ручной ручного ручной ручному
рэкетс рэкетс
ряд ряде
сайт сайт сайте
самый самым
санв санв
санный санный
сантиметр см
сборная сборных
сведение сведения
свежий свежие
свисток свистка свистки свистку
свободный свободного свободной свободном свободный свободных
сводиться сводилась
свое свои своих своё
свой своей
связанный связанные связаны
связаться свяжитесь
север севере
северный северная северной
сегмент сегментов
седьмой седьмой
секретарить секретарь секретарю
секунда секунд
секундомер секундомер секундомера
секундометрист секундометрист секундометристу
сентябрь сентября
середина середины
серия серии серию серия
серфинг сёрфинг
серьезный серьёзное серьёзные
сетка сетка
сеул сеул
сечение сечение
сигнал сигнала
сигнализировать сигнализирующий
сидень сидней
сильнейший сильнейшей
сильный сильные сильным
синий синяя
синтетический синтетического
синхронный синхронное
система системе
ситуация ситуаций ситуациях
скалолазание скалолазание
скамейка скамейками скамейке
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
скользкий скользким
скрытый скрытые
следить следят
следующий следующие следующий следующим следующих
служебный служебные
случай случае случаях
случайный случайная
смелый смело
смешанный смешанных
сначала сначала
сноуборд сноуборд
собачий собачьих
собираться собирается
собственный собственные
событие события
совершить совершить
советский советской
совещание совещании совещания
совместно совместно
совпадать совпадать
современный современное современный
согнутый согнутыми
содействовать содействовало
содержание содержание
соединение соединения
соединяться соединяются
создание создания
создать создана создать
сообщество сообщество
сообщить сообщить
соответствовать соответствуют
соответствующий соответствующей соответствующем соответствующие
соперник соперник соперника соперниками соперники соперников соперником
сопровождаться сопровождается
соревнование соревнований соревнования
соревноваться соревновались
состав составе
составить составил
составлять составляет составляют
состояние состоянию
состоять состоит состояла состоят
состояться состоялась состоялись состоялся состояться
софтбол софтбол
сохранение сохранением
союз союз
спид спид
спорт спорт спорта
спортивный спортивная спортивной спортивные
спортсмен спортсмен спортсменов спортсмены
способ способ способами способу
справка справка
среди среди
средиземноморский средиземноморские
средний средние
срок срок
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылками ссылки
стандартный стандартного стандартных
становиться становится
старинный старинных
старший старше
статистика статистика
стать стал стала
статья статьи статья
стих стихи
стойка стоек стойками стойки
стол столом
столкновение столкновение
стопа стопа стопу стопы
сторона сторон сторонами стороной сторону стороны
страна стран странах
страница страница странице страницу страницы
стрельба стрельба
стремиться стремясь
строгий строгие строгое
структура структуры
судья судей судьи судью судья судьям судьями
существование существование
существовать существует существуют
счет счётом
считать считать
считаться считается
сыгранный сыгран
сюда сюда
тайм тайм тайма таймами тайме таймов
также также
тарашкевіца тарашкевіца
театральный театральное
текст текст
текущий текущая текущие
тело тела
теннис теннис
термин термина
техник техники
техничный техничные
течение течение течения
товарный товарный
токио токио
толкать толкать
толчок толчок
точка точки
тоҷикӣ тоҷикӣ
трава траве
трамплин трамплина
требовать требует требующие
трек трек
тренировочный тренировочные
третье третье
триатлон триатлон
труд трудах
туда туда
турнир турниры
тхэквондо тхэквондо
тяжелый тяжёлая
убедиться убедиться
убрать убрав
уведомлять уведомляют
увеличение увеличения
увенчаться увенчавшиеся
угловой угловые угловыми
угол угла углов углом
удаление удаление удалением удалении удаления
удаленный удалённого удалённый
удаляться удалявшемуся
удар удары
ударить ударить
удерживать удерживать
указание указанием
указать указан указать
українська українська
укрепить укрепило
умение умение
уменьшение уменьшение
умышленный умышленный
упоминание упоминания
упразднить упразднённые
упряжка упряжках
урок уроки
условие условий условия условиях
устанавливаться устанавливаются
установить установили
устарелый устарела
утвердить утвердила
уточнение уточнения
уточнить уточнить
участвовать участвовали
участие участие участием
участник участниками
учетный учётную
училище училища
ушу ушу
факт фактами
февраль февраля
федерация федерации федераций федерация
фехтование фехтование
фигура фигурой
фигурный фигурное
физический физическими физического физической
финский финский
флаг флаг
фланг флангах
фогельвейде фогельвейде
фон фон
фонд фонд
формат форматах формате
форс форс
форум форум
франция франции франция
французский французский
фрг фрг
фризский фризский
фристайл фристайл
функция функции
футбол футбол футбола футболе
футболист футболисты
футовый футовой
хазена хазена
хоккей хоккей
хольгер хольгер
хорватия хорватии хорватия
художественный художественная
хх хх
ххi ххi
хёрлинг хёрлинг
цвет цвета цветов
цель цели цель целью
центр центр центра центре центром центру
центральноамериканские центральноамериканские
центральный центральная центральной центральный
цитировать цитировать
частить части
частность частности
часто часто
часть часть частью
чаща чаще
человек человек
чемпионат чемпионат чемпионате чемпионатов чемпионаты
черный чёрной
честь честь
четкий чётко
четыре четыре
чехия чехии
чехословакия чехословакии
чешский чешская чешского
число число
читать читать
член член
шаблон шаблон шаблонами шаблоном
шаг шагов
шайба шайбой
швед шведы
швейцария швейцарии
швеция швеции
шея шеи
ширина ширина
школа школы
шорты шорт
экспорт экспорт
элемент элемент
энциклопедия энциклопедии
это этим это
югославия югославии югославия
южноамериканский южноамериканские
южный южная южной
юноша юноши
юношеский юношеские юношеских
являться является являются
язык язык языках языке
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
اردو اردو
الدارجة الدارجة
العربية العربية
تۆرکجه تۆرکجه
فارسی فارسی
مصرى مصرى
پنجابی پنجابی
کوردی کوردی
तम तम
मर मर
অসম অসম
தம தம
മലയ മലയ
හල හල
ไทย ไทย
მარგალური მარგალური
ქართული ქართული
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
한국어 한국어
