afrikaan afrikaans
ошибка ошибке
пакистан пакистан
палау палау
палестина палестина
пальма пальма
панама панама
пандемия пандемии
папуа папуа
парагвай парагвай
париж париж париже
парусный парусный
пекин пекин
первое первые первыми
первый первая
переименование переименованию переименования
переименовать переименовать
перейти перейти
перенести перенесена
перо перу
персональный персональные
печать печати печать
пидмонт пидмонт
плавание плавание
плесо плесо
плэсид плэсид
пляжный пляжный
поведение поведения
повлиять повлиял
подведение подведения
подробный подробнее
пожалуйста пожалуйста
пожертвовать пожертвовать
поиск поиск поиску
пол полом
политик политика
поло поло
получить получить
польша польша
попрад попрад
порт порту
португалия португалия
послевоенный послевоенный
последний последние последний
постоянный постоянная
пояснение пояснение
правило правилах
править править
правка правки
правопреемница правопреемницей
предел пределами
предлагаться предлагается
предложить предложенное
представитель представители
представиться представились
представлять представляют
президент президентом
примечание примечания
принимать принимала принимало
принсипи принсипи
принять приняли
причина причин
проведение проведения
проверять проверяема
провести проведены
провинция провинция
проводить проводимые проводимых
проводиться проводилась проводились проводятся
проект проектах
происходить происходит
пройти пройдут прошла прошли прошло
просмотр просмотры
просрочить просроченные
проходить проходила проходят
прочий прочие
прошедший прошедшие
прошлый прошлых
прыжок прыжки
птижаном птижаном
пуэрто пуэрто
развитие развитие
раздел разделами разделе
разработчик разработчики
разыграть разыграны
ранее ранее
раскол раскол
распределить распределённые
регби регби
регулярно регулярно
рейна рейн
рекомендация рекомендации
рекорд рекордом
республика республика
ресурс ресурсы
рика рика
рико рико
рим рим риме
рованиеми рованиеми
российский российская российской
россия россии россия
руанда руанда
румыния румыния
рур рур
русский русский
сальвадор сальвадор
самбо самбо
самоа самоа
сан сан
сантиметр см
саппоро саппоро
саудовский саудовская
сведение сведения
свежий свежие
свободный свободной
свое свои
связанный связанные
связаться свяжитесь
себастьян себастьян
северный северная северные
сезон сезон
сейшелы сейшелы
сенегал сенегал
сент сент
сербия сербия
сестриере сестриере
сингапур сингапур
синхронный синхронное
сирия сирия
система системе
сицилия сицилия
скачать скачать
скелетон скелетон
скрытый скрытые
следующий следующие следующим
словакия словакия
словарь словари
словения словения
слово слов
служебный служебные
случай случаях
случайный случайная
сноска сносок
сноуборд сноуборд
снять снять
событие события
содержание содержание
создать создан создана создать
сомали сомали
сообщество сообщество
сообщить сообщить
соревнование соревнований соревнования соревнованиях
состав состав
состояться состоялись
состязание состязания
софия софия
софтбол софтбол
сохранение сохранением
союз союз
спорт спорт спорта
спортивный спортивная спортивное спортивные
спортсмен спортсменов
справка справка
среди среди
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылками ссылки ссылок
старший старше
старый старая
статистика статистика
стать стала стали стало
статья статей статьи статью статья
страна стран страна страны
страница страниц страница странице страницу страницы
стрельба стрельба
структура структура
студент студентов студентом
студенческий студенческие студенческий студенческого
судан судан
суринам суринам
сша сша
сьерра сьерра
сюда сюда
табаго табаго
таджикистан таджикистан
таиланд таиланд
тайбэй тайбэй
тайвань тайвань
также также
танзания танзания
тарашкевіца тарашкевіца
тарвизио тарвизио
татарча татарча
текст текст
текущий текущие
теннис теннис
территория территории
тип типам
тобаго тобаго
товарный товарный
токио токио
трава траве
трамплин трамплина
требование требования требованиям
трек трек
тренто тренто
тринидад тринидад
тунис тунис
турин турин турине
туркменистан туркменистан
турция турция
тхэквондо тхэквондо
тэгу тэгу
тяжелый тяжёлая
уганда уганда
удаленный удалена
удалять удаляйте
удовлетворять удовлетворять
узбекистан узбекистан
указание указанием
украина украина украину
українська українська
универсальный универсальная
универсиа универсиа
универсиада универсиад универсиада универсиадам универсиадах универсиады
университет университет
университетский университетские университетского
упоминаться упоминается
уругвай уругвай
условие условий условия
участвовать участвовавших участвовали
участие участие
участник участникам участники участников
учащийся учащихся
учебный учебного
учетный учётную
ушу ушу
фасо фасо
февраль февраля
федеративный федеративные
федерация федерацией федерации федерация
фехтование фехтование
фигурный фигурное
фиджи фиджи
филиппина филиппины
финляндия финляндия
флаг флаг
фонд фонд
форма форме
форум форум
фото фото
франция франция
фрг фрг
фристайл фристайл
фукуока фукуока
футбол футбол
хака хака
харбин харбин
хватать хватает
хельсинки хельсинки
хоккей хоккей
хорватия хорватия
хосо хосо
художественный художественная
цар цар
цитировать цитировать
чад чад
часто часто
чемпионат чемпионат чемпионата
черногория черногория
чехия чехия
чехословакия чехословакия
чили чили
число число
читать читать
член члены
чхунчхондо чхунчхондо
чэнду чэнду
шаблон шаблон
шайба шайбой
шамони шамони
шахматы шахматы
швейцария швейцария
швеция швеция
шеффилд шеффилд
шлеймером шлеймером
шорты шорт
шпиндлерув шпиндлерув
шри шри
штат штаты
штрбске штрбске
шэньчжэнь шэньчжэнь
эгида эгидой
эдмонтон эдмонтон
эквадор эквадор
экспорт экспорт
элемент элемент
энциклопедия энциклопедии
эрзурум эрзурум
эсватини эсватини
эстония эстония
это это
эфиопия эфиопия
юар юар
югославия югославия
южный южная
язык языках
ямайка ямайка
январь января
япония япония
ўзбекча ўзбекча
қазақша қазақша
עברית עברית
العربية العربية
فارسی فارسی
ไทย ไทย
中文 中文
日本語 日本語
閩南語 閩南語
한국어 한국어
