afrikaan afrikaans
зимний зимние
знак знак
золотой золотые золотых
игра игр играм играх игры
изабельизабель изабельизабель
избранный избранные
имя именем
инсбрук инсбрук
инструмент инструменты
инфекция инфекции
инфографика инфографика
исключение исключением
испания испания
использование использования
история истории история
источник источник
италия италия
июль июля
июнь июня
йские йские
ка ка
калгари калгари
калебкалеб калебкалеб
канада канада канаду
каноэ каноэ
карл карл
карта карта
категория категория
като като
китай китай
китайский китайской
кнр кнр
код код коды
кодекс кодекс
количество количеством количеству
команда команда
комитет комитет комитета комитетом
комментарий комментарии
конный конному конный
конфиденциальность конфиденциальности
корея корею корея
коронавирусной коронавирусной
короткий короткий
кортина кортина
который которые
крупный крупнейшие
кубертена кубертена
кук куки
кэррингтон кэррингтон
кэтикэти кэтикэти
лариса лариса
латынина латынина
ле ле
легкий лёгкая
ледеки ледеки
лейк лейк
летний летней летние летним летних
лидер лидеры
лиза лиза
лиллехаммер лиллехаммер
лицензия лицензии
лондон лондон
лос лос
луиса луис
лука лука
льюис льюис
майкл майкл
македонский македонски
марк марк
материал материал
мая мае мая
медалист медалисты
медаль медалей медали
медальный медального медальный
международный международного международные международный международным
мексика мексика
мельбурн мельбурн
менее менее
место мест места
мехико мехико
милан милан
мировой мировой
многократный многократных
мобильный мобильная
мокнуть мок
монгол монгол
монреаль монреале монреаль
мориц мориц
москва москва
московский московских
мочь могут
мэтт мэтт
мюнхен мюнхен
навигация навигации навигация
нагано нагано
награда наград
настольный настольный
начало началом
начать начали
некоммерческий некоммерческой
некоторые некоторые
неофициальный неофициального неофициальные неофициальный
нидерланды нидерланды
новость новости
новый новая новые
нок нок
ноябрь ноября
нурми нурми
обсуждение обсуждение
общекомандный общекомандном
объединить объединённая
объявить объявил объявили
окончательно окончательно
октябрь октября
олимпи олимпи
олимпиада олимпиады
олимпийский олимпийские олимпийский олимпийским олимпийских олимпийского
описание описание
организация организации
осло осло
основной основная
ответ ответ
ответственность ответственности
отдельный отдельных
отказ отказ
открытие открытие
отменить отменены
отредактировать отредактирована
ошибка ошибке
пааво пааво
пандемия пандемии
паралимпийские паралимпийские
париж париж
партенкирхен партенкирхен
парусный парусный
пекин пекин
первый первой
перейти перейти
перенести перенесены
перенос переносе
персональный персональные
печать печати печать
плавание плавание
пловец пловец
плэсид плэсид
победитель победителей победителями
поведение поведения
подробный подробнее
пожертвовать пожертвовать
поиск поиск поиску
политик политика
поло поло
получить получить
портал портал
последний последний
постоянный постоянная
править править
правка правки
представить представленные
представиться представились
призер призёры
признаться признаются
примечание примечания
принять приняли
причина причине
проведение проведению проведения
проводить проводимые проводить
проект проект проектах
проигнорировать проигнорировали
пройти прошли
просмотр просмотры
прыжок прыжки
пхёнчхан пхёнчхан
пьер пьера
пятиборье пятиборье
разработчик разработчики
регби регби
рекордный рекордные
республика республика
рим рим
рио рио
руководство руководством
румыния румынии
русский русский
рэй рэй
ряд ряд
савао савао
санкт санкт
сантиметр см
саппоро саппоро
сараево сараево
сведение сведения
свежий свежие
свободный свободной
связанный связанные связано
связаться свяжитесь
связь связи
сент сент
сентябрь сентября
сеул сеул
сидень сидней
символ символы
синхронный синхронное
система системе
сити сити
скачать скачать
скво скво
служебный служебные
случай случаях
случайный случайная
событие события
советский советских
советско советско
современность современности
современный современное
содержание содержание
создать создать
солт солт
сообщество сообщество
сообщить сообщить
соревнование соревнований соревнования
состояться состоявшихся
софтбол софтбол
сохранение сохранением
социалистический социалистического
сочить сочи
список список
спитц спитц
спорт спорт спорта спорту
спортивный спортивная
спортсмен спортсмен спортсменов спортсмены
справка справка
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылки
становиться становились
статистика статистика
статья статьи статья
стокгольм стокгольм стокгольме
страна стран страна страны
страница страница странице страницу страницы
стрельба стрельба
сша сша
сюда сюда
также также
тарашкевіца тарашкевіца
текст текст
текущий текущие
теннис теннис
территория территорию
тние тние
товарный товарный
токио токио
томпсон томпсон
тоҷикӣ тоҷикӣ
трава траве
триатлон триатлон
турин турин
турция турцию
тхэквондо тхэквондо
тяжелый тяжёлая
указание указанием
українська українська
условие условий условия
усэйн усэйн
участие участие участий
учетный учётную
фелпс фелпс
фехтование фехтование
финляндия финляндия
финский финской
фишер фишер
фонд фонд
форум форум
франция франция
французский французские
фрг фрг
футбол футбол
хельсинки хельсинки
хоккей хоккей
художественный художественная
цитировать цитировать
чемпион чемпионов
читать читать
чӑвашла чӑвашла
шамони шамони
швеция швеция
экспорт экспорт
элемент элемент
энциклопедия энциклопедии
югославия югославии
южный южную
юри юри
язык языках
ямайка ямайка
япония японию япония
японо японо
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
اردو اردو
العربية العربية
رونی رونی
فارسی فارسی
ماز ماز
مصرى مصرى
پنجابی پنجابی
کوردی کوردی
मर मर
தம தம
ไทย ไทย
ქართული ქართული
中文 中文
吴语 吴语
客家語 客家語
日本語 日本語
粵語 粵語
閩南語 閩南語
閩東語 閩東語
한국어 한국어
