afrikaan afrikaans
заменять заменять
занять занял
запись запись
зарегистрировать зарегистрированный
затем затем
зафиксировать зафиксирована
заявление заявление
заявлять заявляют
зимний зимние
знак знак
значение значения
значительно значительно
игра игр играх игры
избранный избранные
известный известные известный
иметь имеет
индивидуальный индивидуальные индивидуальных
инструмент инструменты
исключить исключённые
искусство искусство
исполнение исполнение исполнения
использование использования
история истории история
источник источник
исходный исходной
июль июля
каждый каждого каждой каждом каждому каждый каждым
канат каната
каноэ каноэ
карат карате
каталог каталогах
катание катание
категория категории категория
качество качество
квадах квадах
квалификация квалификации
квартира квартира
керлинг кёрлинг
кисть кистях
китайский китайская
классифицироваться классифицируются
клаус клаус
клифф клифф
код код
кодекс кодекс
колено колени
количество количеством
коллегия коллегия
комбинирование комбинирование
компания компания
комплект комплекта комплектов
конец конец
конный конный
конфиденциальность конфиденциальности
конькобежный конькобежный
корейский корейской
короткий короткий
корфбол корфбол
который которой которые которым которых
коэффициент коэффициент
край край краю
кратный кратная кратный
крикет крикет
крокет крокет
кроме кроме
кругосвет кругосвет
крупный крупные
кук куки
культура культуры
курорт курортах
легкий лёгкая
лежать лежащий
летний летние
либо либо
линия линии
литература литература
литовский литовская
лицензия лицензии
лицо лицом
луганис луганис
лука лука
лыжа лыжах лыжи
лыжный лыжное лыжные
любительский любительской
лякросс лякросс
македонский македонски
максимально максимально
марка марка
марта марта
материал материал
мах махом
медаль медалей
медиафайлы медиафайлы
международный международной
менее менее
менять менять
место места место
метр метра метров
метровый метрового метровой
минимальный минимальным
минимум минимум
министерство министерство
минся минся
минься минься
мир мира
мировой мировая мировой мировую
многие многих
многократный многократная
мобильный мобильная
монгол монгол
морской морских
моторный моторный
мочь могут
мощный мощно
мужчина мужчин мужчины
мяч мячом
навигация навигации навигация
награда наград
наличие наличие
направить направленными
настольный настольный
настоящее настоящее
находиться находится
национальный национальный
начало началом
начинать начинать
некоммерческий некоммерческой
немой нём
несколько несколькими несколько
нижний нижнюю
новый новые
нога ног ноги ногой
норвежский норвежская
нуль нуля
обладатель обладатель
оборот оборот оборота обороты
обращать обращают
обращение обращения
обсуждение обсуждение
обучать обучающие
обхватывать обхватывают
одиночный одиночные
однако однако
ои ои
около около
олимпиада олимпиадах олимпиады
олимпийский олимпийская олимпийские олимпийский олимпийских олимпийской
онлайн онлайн
описание описание
определяться определяются
опытный опытными
организация организации
организовать организовала
остальное остальных
остаться оставшиеся
осуществляться осуществляться
ось оси
отбрасываться отбрасываются
ответственность ответственности
отдельный отдельных
отказ отказ
открыть открытой
отличаться отличаться
отредактировать отредактирована
отталкивание отталкивание
отталкиваться отталкивается
официальный официальный
оценивать оценивает оценивают
оцениваться оценивается
оценка оценка оценками оценке оценки
очередь очереди
ошибка ошибке
павлов павлова
панамериканский панамериканских
парусный парусный
пелота пелота
первое первого первые
первый первый
передний передний передняя
перейти перейти
перетягивание перетягивание
персональный персональные
печать печати печать
пиктограмма пиктограмма
плавание плавание плавания
планерный планёрный
платформа платформами платформы
плохой худшая худшие
победить победившая
поведение поведения
подробный подробнее
подтянуть подтянуты
пожертвовать пожертвовать
позволять позволяет
позиция позиции
поиск поиск поиску
пока пока
показательный показательные
покрытие покрытие
полет полета полёта
полетный полётной
политик политика
поло поло
положение положение положения
полувинт полувинт
полуоборот полуоборот
полуфинал полуфинала
полуфинальный полуфинальной
получать получая
получить полученные получить
пом пом
поперечный поперечной
популярный популярным
пора пор
портал портал
порядок порядок
последний последний
постоянный постоянная
почтовый почтовая
появиться появились
пояс поясе
править правил правила правило править
правка правки
предписывать предписывают
представиться представились
предшественник предшественником
привлекать привлекающих
призер призёр
приказ приказ
приложение приложения
примечание примечания
присвоить присвоен
присутствовать присутствуют
проверить проверенной
проверка проверки
проверяться проверялась
проводиться проводятся
прогнуться прогнувшись
программа программа программе программу
продольный продольной
проект проектах проекты
производиться производится
происходить происходит
просмотр просмотры
противоскользящий противоскользящее
пружинить пружинящая
прыгун прыгуны
прыжок прыжка прыжкам прыжках прыжке прыжки прыжков прыжок
прямая прямой прямые
пятиборье пятиборье
пятикратный пятикратный
пять пять
разбег разбег разбега
развести разведены
развлечение развлечением
различный различных
разновидность разновидностью
разработчик разработчики
разрешаться разрешается
разыгрываться разыгрываются
рамка рамках
ранее ранее
раскачиваться раскачивается
регби регби
редакция ред
ресурс ресурсы
рок роке
рондат рондат
российский российская российский российской
рука руками руках руки
русский русский
русый рус
рэкетс рэкетс
ряд ряд
сайт сайт
санный санный
сантиметр см
саутин саутин
сведение сведения
свежий свежие
свести сведённые
свободный свободной
свой свой
связанный связанные
связаться свяжитесь
сезон сезон
семью семью
серия серии серию серия
серфинг сёрфинг
сидеть сидя
сидней сиднее
сильченко сильченко
синхронность синхронность
синхронный синхронное синхронные синхронным
система системе
скала скал
скалолазание скалолазание
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
словарь словари
сложность сложности
служебный служебные
случай случаях
случайный случайная
сми сми
снаряд снарядов снаряды
сначала сначала
сноуборд сноуборд
собачий собачьих
событие события
совершать совершают
современный современное
согнутый согнуто
согнуться согнувшись
содержание содержание
содружество содружества
соединить соединены
создать создать
сообщество сообщество
сообщить сообщить
сооружение сооружение
соревнование соревнований соревнования соревнованиях
состоять состоит
состояться состоялся
софтбол софтбол
сохранение сохранением
спангберг спангберг
спартакиада спартакиада
специальный специальная
спид спид
спина спиной
спичаг спичаг
спонсор спонсор
спорт спорт спорта
спортивный спортивная спортивные спортивный
спортсмен спортсмен спортсменом спортсмены
спортсменка спортсменка
способ способов
справка справка
справочник справочник
среди среди
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылки
старый старая
статистика статистика
статья статьи статья
стоить стоя
стойка стойка стойки стойку
страница страница странице страницу страницы
стрельба стрельба
судья судей судьи судьями
сумма сумма
суммироваться суммировались
существовать существовало существует существуют
сша сша
сюда сюда
также также
тарашкевіца тарашкевіца
татарча татарча
текст текст
текущий текущая текущие
тело тела
теннис теннис
теория теория
термин термина
техник техники технику
товарный товарный
толчок толчком
точность точности
трава траве
трамплин трамплин трамплина
требовать требуют
трек трек
тренировочный тренировочных
третье третьих
триатлон триатлон
трёхкратный трёхкратный
туловище туловище туловищу
тхэквондо тхэквондо
тяжелый тяжёлая
указание указанием
українська українська
умножаться умножается умножаются
универсальный универсальная
упряжка упряжках
уровень уровнем
ускорение ускорение
условие условий условия
устанавливаться устанавливается
утверждать утверждают
утверждение утверждении
участие участие
участник участниками участников
учебник учебники
учебный учебных
учетный учётную
учредить учреждена
ушу ушу
фаза фазе
федерация федерацией федерации федерация
фехтование фехтование
фигурный фигурное
физкультура физкультура
финал финал финале
финалист финалистов
финский финский
флаг флаг
фонд фонд
форум форум
французский французский
фризский фризский
фристайл фристайл
фу фу
футбол футбол
хай хай
ход ходу
хоккей хоккей
хороший лучшая лучшие лучших
художественный художественная
хёрлинг хёрлинг
цзинцзин цзинцзин
цитировать цитировать
часть часть
чемпион чемпион
чемпионат чемпионат чемпионата чемпионатах чемпионатов чемпионаты
чемпионка чемпионка
четкий чётко
четырёхкратный четырёхкратный
чистота чистота
читать читать
чэнь чэнь
шаг шага
шайба шайбой
шведский шведский
швейцарский швейцарском
ширина ширина шириной
шорты шорт
штаб штаб
эксмо эксмо
экспорт экспорт
экстремальный экстремальных
элемент элемент элементов
энциклопедия энциклопедии энциклопедия
этап этапа этапе этапов
являться является являются
язык языках
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
ئۇيغۇرچە ئۇيغۇرچە
العربية العربية
تۆرکجه تۆرکجه
فارسی فارسی
तम तम
தம தம
හල හල
ไทย ไทย
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
한국어 한국어
