afrikaan afrikaans
родина родину
розыгрыш розыгрыш розыгрыша розыгрыше розыгрыши
рок роке
российский российская российский
россия россии
рукоятка рукоятки рукоятку
русиньскый русиньскый
русский русский
русый рус
рф рф
рэкетс рэкетс
ряд рядах
санный санный
сантиметр сантиметров см
саха саха
сведение сведения
свежий свежие
сверху сверху
свободный свободной
свое своё
свой своей
свойственный свойственны
свойство свойства
связанный связанные
связаться свяжитесь
сентябрь сентября
сердечник сердечника
серебряный серебряный
середина середины
серия серии серия
серфинг сёрфинг
сетка сетка сетки сеткой сетку
сидек сидек
сила сила силой
силовой силовой
сильнейший сильнейших
сильный сильнее сильно
синтетический синтетические синтетических синтетической
синхронный синхронное
система системе
сказываться сказывается
скалолазание скалолазание
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
скользить скользящий
скоро скоро
скорость скорости скорость
скорый скорее
скрытый скрытые
следствие следствием
следующий следующих
словарь словари
сложить сложенной
сложный сложнее
служебный служебные
служить служившие
случай случае случаях
случайный случайная
смешанный смешанном смешанные
смешить смеша
смочь смог
снаряд снаряд снаряда
сначала сначала
снг снг
сноуборд сноуборд
собачий собачьих
собрание собранием
собств собств
собственный собственное
событие события
совершать совершает
совершить совершить
современный современная современного современное современной современные современный современным
согласно согласно
содержание содержание
соединение соединения
соединяться соединяется
создать создана создать
сократиться сократились
сомерсет сомерсет
сообщество сообщество
сообщить сообщить
соорудить соорудил
соответствие соответствии
соответствующий соответствующего
соперник соперник соперника сопернику
соперничать соперничают
соревнование соревнование соревнований соревнования
сортировка сортировки
сортируются сортируются
составить составил
составлять составляет составлять
состоять состоит состоящие
софтбол софтбол
сохранение сохранением
союз союз
специальный специальном специальные специальными
спид спид
спина спин спина
спорт спорт спорта
спортивный спортивная спортивном спортивный спортивных
спортсмен спортсмен спортсмена спортсменам спортсменов спортсмены
справка справка
спустя спустя
сразу сразу
среди среди
средний среднем
српски српски
српскохрватски српскохрватски
ссылка ссылка ссылками ссылки
стандарт стандартом
стандартный стандартной
станок станке
старинный старинной
старое старым старых
старт старт
старый старая
статистика статистика
стать стала стали
статья статьи статья
стержень стержня
стоить стоящий
сторона сторон сторона сторонах стороне сторону
страдать страдают
страна стран стране
страница страница странице страницу страницы
стрельба стрельба
стремиться стремясь
строгий строгой
струна струн струны
суперсерии суперсерии
существенно существенно
существовать существует
схема схемам
счет счёт счёта счёте
считать считать
считаться считается
сюда сюда
таблица таблица
также также
таков таковы
тактический тактическим
тарашкевіца тарашкевіца
татарча татарча
текст текст
текущий текущие
тело тела телом
теннис теннис
терять терял
техник технике техники
технический техническим
тип типа
титан титана
товарный товарный
толщина толщиной
томас томаса
тонкий тонкой
точка точках
точно точно
тоҷикӣ тоҷикӣ
трава траве
традиция традиция
траектория траектории траекторию
трамплин трамплина
тратить тратят
требоваться требуется
трек трек
тренировка тренировки тренировок
триатлон триатлон
тройник тройника
тубус тубус
турнир турнир турнира турниры
тхэквондо тхэквондо
тыл тыла
тяготеть тяготеющим
тяжелый тяжёлая
тяжесть тяжести
убер убер
увлечение увлечение
увлечься увлеклись
углеволокна углеволокна
углепластик углепластика
удар удар удара ударами ударов удары
удобный удобней
узел узла
указание указанием
указать указан
украина украины
українська українська
улучшить улучшен
упаковка упаковку
упасть упал
упряжка упряжках
уровень уровень
усадьба усадьбе
усилие усилие
условие условий условия условиях
успех успехи успехов
устанавливаться устанавливается
утвердить утверждённые
утратить утратили
участие участие
учетный учётную
ушу ушу
февраль февраля
федерация федерации федерация
фехтование фехтование
фигурный фигурное
физический физическим
фиксация фиксацию
финал финал
финский финский
флаг флаг
фол фол
фонд фонд фондом фонды
форум форум
французский французский
фризский фризский
фристайл фристайл
футбол футбол
фьючерс фьючерсы
характеристика характеристик характеристикам характеристики
хаус хаус
хват хватом
хоккей хоккей
хорватский хорватская
хороший наилучшего
художественный художественная
хёрлинг хёрлинг
цветной цветной
центр центра центру
центральный центральная
цитировать цитировать
чарльз чарльз
частить части
часто часто
часть часть частью
чаща чаще
челленджер челленджер
челленджеры челленджеры
чемпион чемпион
чемпионат чемпионате
четвертьфиналисты четвертьфиналисты
четный чётного чётное чётной
число числом
читать читать
чужая чужую
чӑвашла чӑвашла
шайба шайбой
ширина шириной ширину
шнур шнур
шорты шорт
штука штук
экспорт экспорт
экстра экстра
элемент элемент элементов
энтузиаст энтузиаст
энциклопедия энциклопедии
этап этап этапа этапов этапы
это это
юбка юбки юбкой
являться является являются
язык язык языках
январь января
япония япония
ярка яркой
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
ئۇيغۇرچە ئۇيغۇرچە
اردو اردو
العربية العربية
فارسی فارسی
مصرى مصرى
پنجابی پنجابی
پښتو پښتو
کوردی کوردی
तम तम
मर मर
ଓଡ ଓଡ
தம தம
ಕನ ಕನ
ನಡ ನಡ
മലയ മലയ
හල හල
ไทย ไทย
ລາວ ລາວ
მარგალური მარგალური
ქართული ქართული
中文 中文
吴语 吴语
客家語 客家語
日本語 日本語
粵語 粵語
閩南語 閩南語
한국어 한국어
