afrikaan afrikaans
газета газетах газеты
гандбол гандбол
гидрокостюмов гидрокостюмов
гимнастика гимнастика
глава глава
главное главное
главный главной
глима глима
говориться говорилось
год гг год года годов годом году
гольф гольф
гонка гонка гонках гонке гонки гонку гонок
гонолулу гонолулу
гордиться гордись
гордон гордон
горнолыжный горнолыжный
город городе
гребля гребля
грудь груди
группа группа группе
групповой групповых
гэльский гэльский
дата дата
датский датская
дать дали данные
двенадцать двенадцать
двоеборье двоеборье
двойной двойная двойной
де де
дебютировать дебютировал
действие действий
действовать действовать
дек дека
декабрь декабря
день дней дни дня
десятиборье десятиборье
деть день
джек джеком
джим джимом
джон джон
джонстоуном джонстоуном
джуди джуди
дзюдо дзюдо
диего диего
директор директором
дисквалификация дисквалификация
дисквалифицировать дисквалифицирован
дисквалифицируется дисквалифицируется
дистанция дистанции дистанций дистанцию дистанция дистанциями дистанциях
дисциплина дисциплины
длина длины
длинный длинная длинного длинном длинные длинными
долгий долго
должен должен должна должны
дон доном
дополнительный дополнительные
допускаться допускается
дословный дословно
достаточно достаточно
доступный доступен
драфтинг драфтинг
друг друг другу друзей
дуатлон дуатлон
дуатлону дуатлону
европа европа европе
единственный единственной
ежегодно ежегодно
езда езда
ехать ехать
ждать ждать
железный железные железный железным
желтый жёлтой жёлтых
жена жена
жизнь жизнь
журнал журнале
жуэнвиль жуэнвиль
зависимость зависимости
заглавный заглавная
задержка задержка
задумать задуманный
заезд заезда
закончить закончивший закончили
закрытый закрытых
залив залива
замена замену
запись запись
заплыв заплыв
запретить запрещен запрещена запрещены запрещён
запрос запросы
зарегистрировать зарегистрированная зарегистрированный
зародиться зародилась
заявление заявление
зеландия зеландии зеландия
зимний зимнему зимние
знак знак
значение значения
значительный значительными
зона зона зоне
ивлин ивлин
игра игр играм играх игры
идея идея
идти идет идущего
избранный избранные
известный известен известна известная
изматывать изматывающими
измерить измеренных
изоленты изоленты
именно именно
иметь имел иметь имеют
инвентарь инвентарь
индивидуальный индивидуальные индивидуальных
инструмент инструменты
информация информации
исключить исключённые
использование использование использования
использовать использовать используют использующие
использоваться используются
история история
источник источник источники
июль июля
июнь июня
каждый каждого каждое каждый
калифорний калифорнии калифорния
канадский канадская
канал канала
канат каната
каноэ каноэ
кантри кантри
карат карате
карл карл
карточка карточки карточкой
касадо касадо
каталанский каталанская
каталог каталогах
катание катание
категория категории категория
квадах квадах
квадратлон квадратлон
керлинг кёрлинг
километр км
кислород кислорода
китайский китайская
классический классическая классической классическому
клуб клуб клубов клубом
код код
кодекс кодекс
количество количество
коллинс коллинс
колорадо колорадо
командный командная
компонент компонентов
конкретизация конкретизации
конный конное конный
конфиденциальность конфиденциальности
концепция концепция
конькобежный конькобежный
копия копия
корень корни
короткий короткая короткие короткий коротких короткого коротком
корфбол корфбол
который которая которого которой которую которые который которых
крайний крайние
красный красной красную
крепкий крепкими
крикет крикет
крокет крокет
кроль кроль
кросс кросс
кубок кубок
кук куки
кёрлом кёрлом
ла ла
ле ле
легендарный легендарный
легкий лёгкая
лежак лежак лежака лежаки лежаков
ленинград ленинграде
летний летние
либо либо
лимит лимит
линия линию
лист листа
литовский литовская
лицензированный лицензированные
лицензия лицензии
лука лука
лыжа лыжах лыжи
лыжный лыжная лыжное лыжные
любитель любителей
любой любой
лякросс лякросс
македонский македонски
максимальный максимального
марафон марафон марафона
марисоль марисоль
марка марка
марна марна
марсель марселе
марта марта
маршрут маршрута маршруту
массовый массовый
материал материал
машина машины
медиафайлы медиафайлы
международный международная международного международной международный
менее менее
меркс меркс
местный местных
место место
метр метров
миллиметр мм
миля мили миль
минута минут
мир мира мире миру
мировой мировой мировым
мнение мнение
многочисленный многочисленные
многоэтапный многоэтапный
множество множестве множество
мобильный мобильная
модификация модификации
морской морской
москва москва
моторный моторный
мочь могут
мужчина мужчин
мультиспортивную мультиспортивную
мультиспортивные мультиспортивные
мяч мячом
мёлан мёлан
навигация навигации навигация
награждение награждения
надеть надет
надпись надписью
название название
назвать названном названный назовем
назначаться назначается
называть называемая
называться назывались называться называются
наиболее наиболее
наказание наказания
наподобие наподобие
нарушение нарушении
настольный настольный
настоящее настоящее
находчивый находчивых
начало начала началом
начинать начиная
начинаться начинается начинаются
наш наши
недалекий недалеко
недостаток недостатков
некоммерческий некоммерческой
некоторые некоторые
необходимо необходимо
неофициальный неофициальные
непосредственно непосредственно
непрерывный непрерывного
несколько несколькими нескольких несколько
несоревновательное несоревновательное
нестандартный нестандартных
нечисловой нечисловыми
ни ни
никульшин никульшин
новичок новичков новичок
новый новая новой новые
нога ногах
номерной номерной
норвежский норвежская
носить носящих
обнаженный обнаженный
обозначить обозначенной обозначенному
оборудование оборудование
образ образом
образующая образующим
обращение обращения
обсуждение обсуждение
общий общее
объединять объединяющей
обычно обычно
обычный обычные
однако однако
ои ои
около около
окончание окончании
октатлон октатлон
олимпийский олимпийская олимпийские олимпийским олимпийских олимпийской олимпийском олимпийскую
онлайн онлайн
опасный опасных
описание описание описанием
определить определённом определённый
организация организации организация
организовать организовала организованных
оригинал оригинала
основание основания
основать основан
остановиться остановиться
остаться оставшуюся
отбор отбор
отвести отведённое
ответственность ответственности
отдельный отдельных
отказ отказ
открыть открытой
отмечаться отмечается
отредактировать отредактирована
официально официально
официальный официальный
ошибка ошибке
паркий парка
партнер партнер
парусный парусный
пелота пелота
пенальти пенальти
первое первого первые первым первыми
первый первый
перевод переводами
передвигаться передвигаться
перейти перейти
перемещать перемещать
перемычка перемычкой
перенаправление перенаправлений
переодевание переодевании переодевания
переодеваться переодеваются
перерыв перерыва
пересечение пересечение
перетягивание перетягивание
пермь перми
персональный персональные
пехотинец пехотинец
печать печати печать
питание питания
плавание плавание плаванию плавания
плавательный плавательный
планерный планёрный
пластиковый пластиковой
пловец пловцы
площадь площади
победитель победителей
поведение поведения
повторный повторном
подготовка подготовки
подробный подробнее
пожертвовать пожертвовать
поздний позже
поиск поиск поиску
показатель показатель
показательный показательные
пол полу
политик политика
полный полный полными
поло поло
половина половина
половинка половинка
полужелезный полужелезный
получить получил получить
польза пользы
пом пом
поместить поместить
помеха помехи
помещение помещениях
помощь помощь
пон пон
пониженный пониженной
понтон понтона
популяризация популяризации
популярность популярность
популярный популярной
портал портал
порядок порядка
последний последней последний
последовательность последовательности
последовательный последовательного
постоянный постоянная
потребление потребления
поэтому поэтому
правило правилам правилами
править правил правило править
правка правки
правый права
практический практически
превратиться превратились
превращаться превращаются
предел пределах
предложить предложил
предпочитать предпочитает предпочитают
представитель представители
представиться представились
представлять представляющий
предупреждаться предупреждается
предъявление предъявления
преодолевать преодолеваемых
преодолеваться преодолевались
препятствовать препятствовать
признать признана
примечание примечание примечания
принимать принимали
принцип принципу
принять приняло
приспособить приспособленные
пробег пробег пробеги
проведение проведения
провести проведен проведены провели
проводить проводимых
проводиться проводившихся проводилась проводились проводился проводится проводятся
программа программе программу
продолжать продолжать
проект проектах проекты
производиться производится
произвольный произвольное
происходить происходит
пройти прошли прошёл
проплыть проплыви
просмотр просмотры
просто просто
профессионал профессионалов профессионалы
проходить проходит проходят
прохождение прохождения
прыжок прыжки
прямой прямо
пуасси пуасси
пункт пунктами пункты
пятиборье пятиборье
пятнадцать пятнадцать
раздельный раздельной
различаться различаются различающиеся
различный различной различные различных
разработать разработана
разработчик разработчики
разрешение разрешения
разрешить разрешён
рампа рампу
рано рано
расположить расположены
расстояние расстоянии
расти растет
ребенок детей дети
регби регби
регламентировать регламентировано
рейтинг рейтинг
ресурс ресурсы
решить решить
рождение рождения
рок роке
российский российская российским
россия россии
рошели рошели
рошель рошель
рсфср рсфср
рубеж рубежом
руководимый руководимый
руль руль
русский русский
ручка ручек
рье рье
рэкетс рэкетс
ряд ряде
садиться садятся
сайт сайт
самостоятельный самостоятельного
самый самый
сан сан
санааном санааном
санкционировать санкционировал санкционирована
санный санный
сантиметр см
сведение сведения
свежий свежие
свободный свободной
свое своими своих
свой своей
связанный связанные
связаться свяжитесь
связь связи
секунда секунд
семиборье семиборье
сентябрь сентября
середина середине середины
серия серию серия
серфинг сёрфинг
сессия сессии
сидней сиднее
синхронный синхронное
система системе
скалолазание скалолазание
скачать скачать
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
скрытый скрытые
слава славу
слать шлем
следовать следует
словарь словари
слой слоями
служебный служебные
случай случае случаях
случайный случайная
смена смена смены
смонтировать смонтированных
сноуборд сноуборд
снять снят
собачий собачьих
соблюдение соблюдение
событие события
совершение совершении
современный современного современное современный
согласиться согласились
согласно согласно
содержание содержание
соединить соединены
соединять соединяющую
создавать создавать
создать создать
сократить сокращена
сокращение сокращение
сольный сольное
сообщаться сообщались
сообщество сообщество
сообщить сообщить
соревнование соревнование соревновании соревнований соревнования соревнованиями соревнованиях
состоять состоит состоящей состоящую
состязание состязания состязаниях
сотня сотнями
софтбол софтбол
сохранение сохранением
союз союз союза
специализация специализации
специальный специальную
спид спид
спина спине спину
спора спор
спорить спорили
спорт спорт спорта
спортивный спортивная
спортсмен спортсмен спортсмена спортсменам спортсменами спортсменов спортсмены
справка справка
спринт спринт спринта
спрятаться спрятавшись
среди среди
српски српски
ссср ссср
ссылка ссылка ссылками ссылки
стадион стадиону
стандарт стандартам
стандартный стандартная стандартной стандартных
становиться становится
старт старт старта стартом
старый старая
статистика статистика
стать ставший
статья статье статьи статью статья
стиль стиль
стоянка стоянка
страница страница странице страницу страницы
стрельба стрельба
строгий строго
судейский судейской
супер супер
существовать существуют существующих
схожий схожие
сша сша
сюда сюда
также также
тарашкевіца тарашкевіца
текст текст
текущий текущие
телевизионный телевизионным
темп темпами
температура температуры
теннис теннис
термин термина
технический техническая
течение течение
тип типа
товарный товарный
толчок толчок
толщина толщиной
томас томас
торговый торговая
тормозной тормозных
тоҷикӣ тоҷикӣ
трава траве
трамплин трамплина
транзитный транзитная транзитной
трансляция трансляциям
трасса трассе
требовать требующие
трек трек
тренироваться тренироваться
тренировка тренировками
тренировочный тренировочные
третий третий
треугольный треугольному
триатлетов триатлетов
триатлеты триатлеты
триатло триатло
триатлон триатлон
триатлона триатлона
триатлонах триатлонах
триатлоне триатлоне
триатлонов триатлонов
триатлону триатлону
троебо троебо
троеборье троеборье
тройной тройная тройной
трос тросами
тхэквондо тхэквондо
тысяча тысяч тысячи
тяжелый тяжёлая
увеличить увеличенная
узнать узнать
указание указанием
указать указан
указывать указывал
українська українська
уложиться уложиться
улучшить улучшить
ультра ультра
ультратриатлон ультратриатлон
ультратриатлонов ультратриатлонов
универсальный универсальная
упоминание упоминания
упряжка упряжках
условие условий условия
успешный успешно
установить установлен
утро утром
участие участие участием
участник участника участниками участников
учетный учётную
ушу ушу
февраль февраля
федерация федерации федерация
фехтование фехтование
фигурный фигурное
физически физически
финиш финишем
финишировать финишировал
финский финский
флаг флаг
фонд фонд
формат формата форматы
форум форум
фр фр
франция франции
французский французский французских французской
фризский фризский
фристайл фристайл
фтр фтр
футбол футбол
халлер халлер
ход ход
хоккей хоккей
хорватский хорватская
художественный художественная
хёрлинг хёрлинг
целый целом
цель целью
церемония церемонии
циклический циклические циклического
цитата цитаты
цитировать цитировать
частить части
часть частей
часы часов
чей чьё
человек человек человеком
чемпион чемпион
чемпионат чемпионат чемпионата чемпионатом
честь честь
чехословакия чехословакии
число числу
читать читать
член члены
шаблон шаблонами
шайба шайбой
шорты шорт
шоссе шоссе
шоссейный шоссейные шоссейных
эдди эдди
экспорт экспорт
элемент элемент
энциклопедия энциклопедии
эстония эстонии
этап этап этапа этапами этапе этапов
это этим это
эффективный эффективный
южный южной
юрисдикция юрисдикцией
являться является являются
язык язык языках
ўзбекча ўзбекча
עברית עברית
العربية العربية
فارسی فارسی
தம தம
മലയ മലയ
හල හල
ไทย ไทย
ქართული ქართული
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
閩南語 閩南語
한국어 한국어
