afrikaan afrikaans
ампутация ампутацией
ан ан
аналог аналог
аналоговый аналогов
англ англ
английский английская
анджело анджело
аннулировать аннулирует
аннулироваться аннулируются
античный античных
аппарат аппарат аппарата аппарате аппаратом
арбитр арбитр
аркадьев аркадьев
арнис арнис
арсланов арсланова
арт арт
артистический артистическое артистическом
архивировать архивировано
аспект аспекте
атака атака атаки
атаковать атаковать атакующий
атлет атлеты
атлетика атлетика
афина афинах
бабенко бабенко
бадминтон бадминтон
байдарка байдарках
баскетбол баскетбол
баскский баскская
батман батман
батто батто
батут батуте
башҡортса башҡортса
бейсбол бейсбол
беларуская беларуская
белкин белкина белкиной
белый белой
биатлон биатлон
библиографический библиографических
благодаря благодаря
благородный благородное
бобслей бобслей
бодзюцу бодзюцу
боев боевым боевых
боевой боевого боевое
боец бойца бойцами бойцов бойцом
бой бои бой бою боя боях
боковой боковые
бокс бокс
болезный болезней
болонский болонская
больший большая большей большим
большой большой
бороться бороться
борьба борьба
боче боче
брать брать
брейкинг брейкинг
бригантина бригантины
брокгауза брокгауза
броский броском
бсэ бсэ
бугуртные бугуртные
будо будо
български български
быстрота быстроту
бытовой бытовых
важный важно
вариант варианте
вверх вверх
ведение ведении ведению
век века веке веков веку
великое великих
велоспорт велоспорт
вельмонте вельмонте
версия версии версия
весовой весовым
вести ведут
вестись ведётся
взаимно взаимно
взять взято
вид вид вида видами видах виде видов виду виды
видеоповтор видеоповтор
видеоповтора видеоповтора
видеть видит
викиданных викиданных
викимедиа викимедиа
викиновости викиновости
википедии википедии
википедия википедия
викисклад викисклад
викискладе викискладе
викисловаре викисловаре
викисловарь викисловарь
виновный виновному
вклад вклад
включать включает включая
включить включено
включиться включился
владение владения
вместе вместе
вневременный вневременное
внешний внешние
вод воду
водный водно водное водные
военный военного
возглавить возглавила
возраст возраста
воин воина
войнов войновой
войти войти
волейбол волейбол
волшебный волшебные
вольт вольт
воля воли
вооруженный вооружённые вооружённых
вопрос вопрос
восточный восточное
восход восход
вперед вперёд
вправе вправе
временить времени
время время
всеять всей
второй вторая
ву ву
входить входит
выбирать выбирает
выбрать выбранной
выдвигать выдвигают
вылечить вылеченных
выносить выносят
выпад выпад
выполнение выполнении
выполнять выполняемая выполняет выполнять
выразить выраженный
высокий выше
выступать выступать
выступление выступлении выступлений
выход выходе
га га
гандбол гандбол
гарда гард гардой
гатманном гатманном
генуэзский генуэзский
германский германская
гибкий гибкий
гигиенический гигиеническом
гимнастика гимнастика
главное главного главное
главный главная
гладиатор гладиаторам
гладкий гладкими
глаз глазу
глима глима
год года годах годов году годы лет
голова головы
гольф гольф
гонка гонки
горазд гораздо
горнолыжный горнолыжный
город городе
готовность готовности
готовый готовы готовый
гоша гош
гравюра гравюра
гражданин граждан
гражданский гражданского
граммовый граммов
граница границы
гранный гранного
гребля гребля
греция греции
грубость грубости
грудной грудного
группа группа
групповой групповые
гульченко гульченко
гэльский гэльский
давление давлении
давний давнюю
дага дага
дата дата
датский датская
дать данного данной данному дать
движение движение движений
двоеборье двоеборье
дворянин дворянина
двуручные двуручные
де де
действие действие действий действия
действительный действительными
действовать действовать
декабрь декабря
делать делает
день дней
деревянный деревянными
держать держат
держаться держаться держится
дестреза дестреза
детская детским
дея деи
деятельность деятельности
дзен дзен
дзиттэдзюцу дзиттэдзюцу
дзэн дзэн
дзюдо дзюдо
дзёдзюцу дзёдзюцу
диаметр диаметром
динамичный динамичным
дистанция дистанцию
дисциплина дисциплин дисциплине дисциплину дисциплины
длина длиной
длиннодревкового длиннодревкового
длинноклинкового длинноклинкового
длинноствольный длинноствольного
длинный длинные
длиться длится
дойти дошедший
доктор доктор
должен должен должна должно должны
доменико доменико
дополнительный дополнительной дополнительные
допускаться допускается
дорожка дорожка дорожке дорожки
доспех доспехам доспехи
достижение достижения
достоверность достоверности
доступный доступен
древний древней древнем
друа друа
друг друг друга другу
дуаньбин дуаньбин
духовная духовные
дцп дцп
евразия евразия
европа европе европы
европейский европейские европейского
единоборство единоборство
единый единым единых
екатерина екатерины
елена елена
ефрона ефрона
женщина женщин женщины
жесткий жёсткой
жизнь жизнь
заболевание заболевания
заведение заведениях
зависимость зависимости
заглавный заглавная
задавать задавал задаёт
заканчиваться заканчивающаяся
закрытый закрыта закрытые
заложить заложена
занятие занятий занятия
занять занять
зао зао
западный западной
запись запись
запретить запрещены запрещён
запрещать запрещают
запястье запястья
зарегистрировать зарегистрированный
заседание заседании
засчитывать засчитывать
засчитываться засчитываются
затем затем
затылок затылка
защита защитой защиту защиты
защитить защищена
защититься защититься
защитный защитной защитном
защищать защищающей
защищаться защищаться
заявление заявление
зимний зимние
знак знак
знаменитость знаменитости
значение значения
значительно значительно
зрелищный зрелищный
зритель зрителям
ибо ибо
игорь игорь
игра игр играх игры
идея идея
идти идти идут
избегать избегая
избежать избежать
избранный избранные
известный известным
изготовление изготовления
издание издание издания
изолировать изолирована изолированы
иметь имеет имеют имеющим
имитатор имитаторов
инвалидный инвалидных
иной иной
инструмент инструментом инструменты
интеллект интеллекта
информация информацию
исключить исключённые
искусство искусства искусство
исполком исполкома
использование использование использованием использования
использовать использовали использовать используемого используемое используют использующая использующие
использоваться использовались используются
исторический исторические исторический исторических исторического историческое исторической историческому историческую
история истории историю история
источник источник источника источнике источники источников
итальянский итальянская
июль июля
каждый каждого каждое каждом каждый
камадзюцу камадзюцу
канадский канадская
канат каната
каноэ каноэ
карабин карабин карабинах
карат карате
караться карается
касание касания
кастл кастл
каталанский каталанская
каталог каталогах
катание катание
категория категории категориях
качество качества
квадах квадах
кг кг
келси келси
керлинг кёрлинг
кинжал кинжал кинжалом кинжалы
кисть кисти кисть
китайский китайская
класс класс
классический классического
клинковый клинковом
клинок клинка клинки клинком клинок
книга книге
код код
кодекс кодекс
колено колен
количество количество
колоть колющее колющие колющих
кольчуга кольчуги кольчугу
коляска колясках коляски
команда команде команды
командный командное командной командные командных
комиссия комиссия
комплект комплектов
конец конце концом
конечность конечностей
конкретный конкретную
конный конный
конструктивный конструктивно
конструкция конструкции конструкций
контакт контакт контакте
конте конте
континент континента
контратаковать контратакующим
конфиденциальность конфиденциальности
конькобежный конькобежный
копия копии
кор кор
корейский корейской
короткий короткий
короча короче
корфбол корфбол
кость кости
костюм костюмов
который которая которого которой которую который которым которых
крайний крайней
кресло кресле кресло
крикет крикет
крокет крокет
кроме кроме
круг круге
круглов круглов
круглый круглой
кругосвет кругосвет
крылов крылова
кубок кубки кубок
кудре кудре
кук куки
культура культуры
курс курсов
куртка курткой куртку
кусаригамадзюцу кусаригамадзюцу
кыргызча кыргызча
кэндзюцу кэндзюцу
кэндо кэндо
лампа лампами лампой
латный латные
левый левой
легионер легионерам
легкий лёгкая
лейтман лейтман
леконт леконт
летний летние летних
лечебный лечебным
либери либери
либо либо
линия линией
литература литература
лицензия лицензии
лицо лица
личной личное личных
лишь лишь
ловкость ловкости
лука лука
лыжа лыжах лыжи
лыжный лыжное лыжные
любитель любители
любой любого любом любую
людвиг людвигом
лякросс лякросс
македонский македонски
макса макса
максимально максимально
маленький меньше
малый малый
манускрипт манускрипт
маска маска маску
масса массой
массовый массовые
мастер мастер мастера мастеров мастеру
материал материал материала
мгсги мгсги
медиафайлы медиафайлы
медицинский медицинская медицинское
международный международная
менее менее
меняться менялись
мера мере
место месте
металл металла
металлизировать металлизированной металлизированную
металлический металлических металлической
метать меча мечи
методика методику
метр метра
меч меч мечах мечом
минута минуты
мир мира
мишенев мишенев
младший младшего
мобильный мобильная
молодой молодого
мольер мольер
монгол монгол
москва москва москвы
моторный моторный
мочь могут можете
мужчина мужчин мужчины
мэтр мэтр
мяч мячом
набалдашник набалдашник
набирать набирают
навигация навигации навигация
нагинатадзюцу нагинатадзюцу
награда наград награды
нагрудник нагрудник
назад назад
название название названием
называть называют
наконечник наконечник наконечнике
налево налево
наличие наличие
нанесение нанесении нанесения
нанести нанести нанесённые нанесённый нанесённых нанесёт
наносить наносить наносят
наноситься наносятся
написать написан
направить направленное
направление направлении направления
направо направо
нарушение нарушением
настольный настольный
настоящее настоящее
настраиваться настраивается
научить научить
находиться находится находящемуся
национальный национальные
начало начала начале начало началом
начать начато начать
начинать начинайте
начинаться начинается
наш наше наших
нева неве
недействительный недействительными
некоммерческий некоммерческой
некоторые некоторые некоторых
немой нем
необходимо необходимо
необходимость необходимость
необычность необычность
неофициальный неофициальные
несколько нескольких
ние ние
нижний нижних
низкий ниже
никто никому
нипкц нипкц
новобранец новобранцам
новый новые
нога ногах ноги ногой
нож нож ножом
ножевой ножевой
номинация номинации
нуждаться нуждается нуждаются
оба обоим
обеспечивать обеспечивать
обладать обладают
область области
обработка обработка
образец образцам
образовательный образовательной
обращение обращения
обсуждать обсуждает
обсуждение обсуждение
обувь обуви
обучение обучении
общественный общественных
общий общей
объединять объединяет
объявлять объявлять
обычный обычном
обязательно обязательно
обязательный обязательном обязательным
огнестрельный огнестрельное
одежда одеждой одежду
одиночный одиночных
одновременно одновременно
ои ои
оказываться оказываются
около около
олимпийский олимпийские олимпийский олимпийских
онлайн онлайн
описание описание
описать описал
определение определения
определить определил определить определённое
определять определяет определяло
определяться определяется
опытный опытными
организация организации
оригинал оригинала оригиналу
ориентироваться ориентируясь
оружие оружие оружием оружии оружию оружия
освидетельствование освидетельствование
основа основе основы
основное основное основном основным
основной основная основные основных
основываться основываясь
останавливать останавливает
останавливаться останавливается
остановка остановка
ответ ответа
ответный ответное
ответственность ответственности
отдавать отдаёт
отдаваться отдаётся
отдел отдела
отдельный отдельное отдельных
отказ отказ
открыть открытый
отличаться отличается отличаться
отличие отличие
относиться относится относятся относящиеся
отражение отражения
отразить отражена
отредактировать отредактирована
отрывать отрывать
отчасти отчасти
официальный официальные официальными
оценивать оценивает
оценка оценке
очко очко
ошибка ошибке
па па
павлов павлова
палка палками
панцирь панцири
паралимпийским паралимпийским
паралимпийских паралимпийских
паралимпийского паралимпийского
паралимпийское паралимпийское
паралимпийскому паралимпийскому
паралимпийцев паралимпийцев
паралимпийцы паралимпийцы
паралич параличом
параллельно параллельно
парикаоба парикаоба
парирование парирование парированию
парусный парусный
педро педро
пелота пелота
первенство первенство
первое первые первым первых
первоначально первоначально
первый первой первый
перейти перейти
пересечение пересечение
пересмотр пересмотра
перетягивание перетягивание
переход переходом
переходить переходит
персональный персональные
перчатка перчатки
петербург петербург
печатный печатном
печать печати печать
письмо письма
плавание плавание
планерный планёрный
победа победа победы
победитель победителя
поведение поведения
поверхность поверхность
повтор повторе
повторный повторное
повышение повышения
подать подать
подвижность подвижности
подготовка подготовка подготовке подготовкой
подножка подножки
поднять подняв
подобный подобна
подробный подробнее
подтверждать подтверждающие
поединок поединка поединке поединок
пожертвовать пожертвовать
позволять позволяющие
позвоночник позвоночника
поздний позже
позиция позиции
поиск поиск поиску
пока пока
показ показ
показание показания показаниях
показательный показательные
показать показать
политик политика
полностью полностью
полный полный
поло поло
половина половина половины
положение положением положении
получать получая
получение получения
получить получить
пользоваться пользоваться
пом пом
помощь помощи помощью
пономарев пономарева
попадание попадания
популярность популярность
попытка попытке
пора пор
поражать поражаемая поражаемую
порядок порядке
поскольку поскольку
последний последние последний
посредство посредством
постановочный постановочного
постоянный постоянная
потребовать потребовать
похожий похожим
поэтому поэтому
появиться появившееся появившейся
появляться появляются
пояс пояса
правдоподобный правдоподобный
правило правилам правилами
править правил правила правило править
правка правка правки
правота правота
практик практика практике
практический практическая
практичность практичностью
превратиться превратилось
предложить предложена
предпочтение предпочтение
представитель представители
представиться представились
представлять представлявших представлять
предупреждать предупреждает
предупреждение предупреждение
прежде прежде
преимущественный преимущественно
преимущество преимущество
преподавать преподавали преподают
прибавить прибавить
приблизить приближённым
приваривать приваривают
прием приемы приёмов приёмы
применить применена
применять применяют
пример примеру
примечание примечания
принадлежность принадлежность
приносить приносит
принятие принятия
приоритет приоритет приоритета
приподниматься приподниматься
присуждать присуждает
присуждаться присуждается присуждаются
проведение проведение проведения
проверить проверенной
проверка проверки
проверяться проверялась
проводить проводят
проводиться проводились проводится проводятся
проводной проводной
программа программе программу
продолжать продолжает
продолжительность продолжительностью
проект проектах
происходить происходит
пройти прошли
прокопчик прокопчик
промежуток промежуток
просмотр просмотры
проставить проставив
противник противника противнику
проходить проходят проходящей
процесс процесс
прочий прочее
прошлый прошлого
пружина пружина
прыжок прыжки
прэ прэ
прямая прямым
психологический психологической
пятиборье пятиборье
пятнадцать пятнадцать
работа работе работы
работать работает
равный равном
развиваться развивается развиваться
развитие развитие развитием развития
разить разящие
различать различают
размерный размерным
разнообразный разнообразные
разработать разработал
разработчик разработчики
разрешить разрешены разрешён
разыграть разыграли
разыгрывать разыгрывают
разыгрываться разыгрываются
ранить ранить
рапира рапира рапирах рапире рапирой рапиру рапиры
рапирист рапиристов
рассудок рассудку
рдой рдой
реальный реальному реальный
ребенок детей
регби регби
регистрировать регистрирует регистрируют регистрирующего регистрирующий
регистрироваться регистрируется регистрируются
регулярно регулярно
редакция редакцией
резать режущие
резкость резкости
реконструкторов реконструкторов
реконструкторы реконструкторы
реконструкция реконструкцией реконструкция
ресурс ресурсы
решать решает
решение решения
решетка решётку
рим риме
родион родионов
родственный родственных
рок роке
российский российская российской
россия россии
россиянин россиянин
рост ростов
рубить рубящие рубящих
рубяще рубяще
рука рука руках руке руки рукой
руководство руководством
рукопашная рукопашной
рукопашный рукопашном
русский русский русского
русый рус
ручной ручного ручным
рыцарь рыцаря
рэкетс рэкетс
саблист саблистов
сабля сабле саблей сабля саблях
сальник сальников
санкт санкт
санкт-петербург спб
санный санный
сантиметр см
сварка сварка
сведение сведения
свежий свежие
сверху сверху
свободный свободной
свое своим
свой своей
связанный связанной связанные связанных
связаться свяжитесь
сделать сделанной
секира секирой
секция секция
селестина селестин
сентябрь сентябре
серебряный серебряной
серфинг сёрфинг
сет сетом
сечение сечения
сечь сек
сигнал сигнал
сигнализировать сигнализирует
сила сил силы
синхронный синхронное
система система системе системой
скалолазание скалолазание
скачать скачать
сквозь сквозь
сквош сквош
скейтбординг скейтбординг
скелетон скелетон
ски ски
скиджоринг скиджоринг
скиинг скиинг
скрестный скрёстный
скрытый скрытые
слева слева
следующий следующие
словарь словари словарь
сложно сложно
сложность сложности
сложный сложнее сложной сложным
слоновый слоновой
служебный служебные
служить служат
случай случае случаях
случайный случайная
снаряд снарядов
снаряжение снаряжении снаряжения
сноска сноски сносок
сноуборд сноуборд
собачий собачьих
собственный собственные
событие события
советский советской
современный современная современное современной современным
согласно согласно
содержание содержание
содзюцу содзюцу
создать создана создать
соло соло
сообщество сообщество
сообщить сообщить
соответственно соответственно
соответствие соответствии
соответствующий соответствующей соответствующие
соперник соперника сопернику
соревнование соревнований соревнованию соревнования соревнованиями соревнованиях
соревноваться соревновались соревнуются
состоять состоит
состязание состязания
софтбол софтбол
сохо сохо
сохранение сохранением
сочетание сочетание
спереди спереди
специальный специальной специальных
специфический специфические
спид спид
спина спиной спину
список список
спорт спорт спорта
спортивный спортивная спортивного спортивное спортивной спортивном спортивному спортивные спортивный спортивных
спортсмен спортсмен спортсмена спортсменов спортсмены
способ способам
справа справа
справка справка
сравнение сравнению
сражаться сражаться
среди среди
средневековый средневекового средневековых
средний средние
средство средства
српски српски
српскохрватски српскохрватски
ссср ссср
ссылка ссылка ссылками ссылки ссылкой
стадий стадии
стальной стальной стальную
становиться становится
становление становление становления
старинный старинного старинную
старый старая
статистика статистика
статичный статичном
стать стали
статья статье статьи статью статья
степень степенью
стилизовать стилизованные
стоить стой
столетие столетия
столкновение столкновение столкновении столкновения
страница страница странице страницу страницы
стратегия стратегии
стрельба стрельба
стружка стружкой
студент студентов
судейский судейской
судейство судейства судейство
судья судье судьи судья судьям
существовать существовал существует
сформировать сформирована
сформироваться сформировался
схватка схватке схватки
схема схемы
сходный сходных
сценический сценический сценических сценическое
счесть сочтёт
счет счёте
считать считать
считаться считается считаются
сэр сэром
сюда сюда
также также
тактика тактики тактику
талия талии
тантаро тантаро
тарашкевіца тарашкевіца
татарча татарча
тауера тауера
театральный театральных
текст текст
текущий текущая текущие
тело тела телами тело
теннис теннис
теория теорию
техник техники технику
тип типа
тиссо тиссо
товарный товарный
толедо толедо
тонкий тонкие
топнуть топнув
точность точность
трава траве
травма травмами
травмоопасным травмоопасным
трактат трактата
трамплин трамплина
трапециевидный трапециевидного
требование требований
требовать требует
трек трек
тренер тренера тренеры
тренировка тренировка
тренировочный тренировочный
триатлон триатлон
трость трость тростью тростях
трёхгранного трёхгранного
турнир турнира турнирах турниров
турчин турчин
туша туше
тхэквондо тхэквондо
тэцубодзюцу тэцубодзюцу
тяжелый тяжёлая тяжёлом
увлекаться увлекающимся
удаленный удалены
удар удар ударах ударов удары
ударить ударить
ударный ударные
удобный удобной
указание указанием указания
укол укол укола уколах уколов уколом уколы
уколоть уколоть
українська українська
улучшить улучшить
управлять управляет
упражнение упражнений упражнения упражнениях
упряжка упряжках
усилие усилие
условие условий условия
условный условного
установить установленный
устойчивость устойчивости
утверждение утверждение
утяжелить утяжелённые
уфа уфе
участвовать участвовать участвуют
участие участие
участник участник участникам участниками участники участников
учебник учебник
учебный учебно учебных
учет учёте
учетный учётную
учитель учитель
ушу ушу
ущерб ущерб
фаза фаза
фарит фарита
фасмера фасмера
февраль феврале февраля
федерация федерации федерация
феникс феникс
фехтбух фехтбух
фехтова фехтова
фехтовальный фехтовальная фехтовальное фехтовальной фехтовальный
фехтовальщик фехтовальщик фехтовальщика фехтовальщикам фехтовальщиками фехтовальщике фехтовальщики фехтовальщиков фехтовальщику
фехтование фехтование фехтованием фехтовании фехтованию фехтования
фехтовать фехтует
фигурный фигурное
физический физической
фиксировать фиксирует фиксируют фиксирующий
фиксироваться фиксируются
философский философские
финский финский
финт финт
фиоре фиоре
фис фис
флаг флаг
фонд фонд
форма формы
форум форум
фр фр
франция франция
француз француз
французский французская французский французском
фризский фризский
фристайл фристайл
футбол футбол
ффр ффр
характер характер характером
характеристика характеристикам
характерный характерных
хаттон хаттон
хват хватом
хватать хватает
хирургический хирургическая
хоккей хоккей
холодное холодного холодное холодном холодным
художественный художественная
хёрлинг хёрлинг
цветной цветной
цель цель целью
центрполиграф центрполиграф
церебральный церебральным
цитировать цитировать
чанбин чанбин
частить части
частность частности
часть часть
человек человек
чемпион чемпионы
чемпионат чемпионат чемпионаты
четкий чётких
число числа
читать читать
чрезвычайный чрезвычайно
шаг шаг
шайба шайбой
шарообразный шарообразный
шейный шейного
ширина шириной
школа школа школы
шлем шлемы
шорты шорт
шпага шпага шпагах шпаге шпаги шпагой
шпажист шпажистов
шпажносабельного шпажносабельного
штрафной штрафным
штык штык штыком
штыковой штыковой штыковому
щит щиты
щиток щитки щиток
экипировка экипировка экипировки
экспорт экспорт
эластичный эластичным
электрический электрической электрическом
электрокуртку электрокуртку
электропроводящий электропроводящего
электрофиксатора электрофиксатора
элемент элемент
энтузиазм энтузиазме
энтузиаст энтузиастам
энциклопедия энциклопедии
эпоха эпох эпоху
эрмитаж эрмитаж
эт эт
этимологический этимологический
это это этому
эффект эффектом
юный юным
являться является являлись
язык языка языках языке
январь января
япония японии
японский японское
ўзбекча ўзбекча
қазақша қазақша
հայերեն հայերեն
עברית עברית
اردو اردو
العربية العربية
فارسی فارسی
کوردی کوردی
தம தம
ಕನ ಕನ
ನಡ ನಡ
മലയ മലയ
හල හල
ไทย ไทย
ქართული ქართული
中文 中文
吴语 吴语
日本語 日本語
粵語 粵語
閩南語 閩南語
한국어 한국어
